,,EST. BASE SALARY,EST. BASE SALARY,EST. BONUS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,CONTRACT DETAILS,BIO,BIO,BIO,BIO,BIO,,,,data_country,data_season
PLAYER,,"GROSS P/W
(EUR)","GROSS P/Y
(EUR)","GROSS P/Y
(EUR)",SIGNED,EXPIRATION,YEARS REMAINING,"GROSS REMAINING
(EUR)","RELEASE CLAUSE
(EUR)",STATUS,POS.,POS.,AGE,COUNTRY,CLUB,ACTIVE,LOAN,,
Marius Bülter,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 31, 2025","Jun 30, 2027",2,"€ 2,640,000",,Reserve,F,LW,32,Germany,Koln,True,,germany,2526
Grischa Prömel,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 1, 2022","Jun 30, 2026",1,"€ 1,320,000",,Starter,M,CM,31,Germany,Hoffenheim,True,,germany,2526
Robin Fellhauer,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 1, 2025","Jun 30, 2029",4,"€ 5,280,000",,Starter,M,DM,28,Germany,Augsburg,True,,germany,2526
Romano Schmid,,"€ 25,385","€ 1,320,000","€ 330,000","Dec 13, 2023","Jun 30, 2027",2,"€ 2,640,000",,Starter,F,AM,26,Austria,Werder Bremen,True,,germany,2526
Ibrahim Maza,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 1, 2025","Jun 30, 2030",5,"€ 6,600,000",,Starter,F,AM,20,Algeria,Bayer Leverkusen,True,,germany,2526
Alexander Meyer,,"€ 25,385","€ 1,320,000","€ 330,000","Dec 3, 2025","Jun 30, 2027",2,"€ 2,640,000",,Reserve,K,GK,34,Germany,Borussia Dortmund,True,,germany,2526
Can Uzun,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 2, 2024","Jun 30, 2029",4,"€ 5,280,000",,Reserve,F,AM,20,Turkey,Eintracht Frankfurt,True,,germany,2526
Leart Paqarada,,"€ 25,385","€ 1,320,000","€ 330,000","Aug 28, 2025","Jun 30, 2027",2,"€ 2,640,000",,Reserve,D,LB,31,Kosovo,Heidenheim,True,,germany,2526
Connor Metcalfe,,"€ 25,385","€ 1,320,000","€ 330,000","Aug 22, 2024","Jun 30, 2026",1,"€ 1,320,000",,Reserve,M,CM,26,Australia,St Pauli,True,,germany,2526
Phillip Tietz,,"€ 25,385","€ 1,320,000","€ 330,000","Jan 2, 2026","Jun 30, 2028",3,"€ 3,960,000",,Starter,F,CF,28,Germany,Mainz,True,,germany,2526
Kosta Nedeljkovic,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 14, 2025","Jun 30, 2026",1,"€ 1,320,000",,Reserve,D,RB,20,Serbia,Leipzig,True,,germany,2526
Robin Hranac,,"€ 25,385","€ 1,320,000","€ 330,000","Aug 25, 2024","Jun 30, 2028",3,"€ 3,960,000",,Starter,D,CB,26,Czech Republic,Hoffenheim,True,,germany,2526
Nicolai Remberg,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 1, 2025","Jun 30, 2028",3,"€ 3,960,000",,Starter,M,DM,25,Germany,Hamburg,True,,germany,2526
Jonas Urbig,,"€ 25,385","€ 1,320,000","€ 330,000","Jan 27, 2025","Jun 30, 2029",4,"€ 5,280,000",,Starter,K,GK,22,Germany,Bayern Munich,True,,germany,2526
Dimitrios Giannoulis,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 23, 2024","Jun 30, 2028",3,"€ 3,960,000",,Starter,D,LB,30,Greece,Augsburg,True,,germany,2526
Assan Ouédraogo,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 1, 2024","Jun 30, 2029",4,"€ 5,280,000",,Reserve,M,CM,19,Germany,Leipzig,True,,germany,2526
Mathias Honsak,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 1, 2024","Jun 30, 2027",2,"€ 2,640,000",,Reserve,F,LW,29,Austria,Heidenheim,True,,germany,2526
Igor Matanovic,,"€ 25,385","€ 1,320,000","€ 330,000","Jul 9, 2025","Jun 30, 2026",1,"€ 1,320,000",,Starter,F,CF,22,Croatia,Freiburg,True,,germany,2526
Lennard Maloney,,"€ 25,385","€ 1,320,000","€ 330,000","Jan 21, 2025","Jun 30, 2028",3,"€ 3,960,000",,Reserve,M,DM,26,United States,Mainz,True,,germany,2526
Janis Blaswich,,"€ 23,654","€ 1,230,000","€ 310,000","Aug 11, 2025","Jun 30, 2027",2,"€ 2,460,000",,Starter,K,GK,34,Germany,Bayer Leverkusen,True,,germany,2526
Kota Takai,,"€ 23,654","€ 1,230,000","€ 310,000","Jan 2, 2026","Jun 30, 2026",1,"€ 1,230,000",,Starter,D,CB,21,Japan,Monchengladbach,True,,germany,2526
Amos Pieper,,"€ 23,654","€ 1,230,000","€ 310,000","Nov 28, 2025","Jun 30, 2026",1,"€ 1,230,000",,Reserve,D,CB,28,Germany,Werder Bremen,True,,germany,2526
Bazoumana Touré,,"€ 23,654","€ 1,230,000","€ 310,000","Feb 1, 2025","Jun 30, 2029",4,"€ 4,920,000",,Starter,F,LW,19,Cote d'Ivoire,Hoffenheim,True,,germany,2526
Jan Thielmann,,"€ 23,654","€ 1,230,000","€ 310,000","Aug 2, 2025","Jun 30, 2028",3,"€ 3,690,000",,Reserve,F,RW,23,Germany,Koln,True,,germany,2526
Stanley Nsoki,,"€ 23,269","€ 1,210,000","€ 300,000","Jul 24, 2025","Jun 30, 2026",1,"€ 1,210,000",,Starter,D,CB,26,France,Union Berlin,True,,germany,2526
Kevin Paredes,,"€ 21,731","€ 1,130,000","€ 280,000","Jan 28, 2022","Jun 30, 2026",1,"€ 1,130,000",,Reserve,M,LM,22,United States,Wolfsburg,True,,germany,2526
Cyriaque Irié,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 1, 2025","Jun 30, 2026",1,"€ 1,130,000",,Reserve,F,RW,20,Burkina Faso,Freiburg,True,,germany,2526
Kilian Fischer,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 1, 2022","Jun 30, 2027",2,"€ 2,260,000",,Reserve,D,RB,25,Germany,Wolfsburg,True,,germany,2526
Nelson Weiper,,"€ 21,731","€ 1,130,000","€ 280,000","Aug 28, 2025","Jun 30, 2029",4,"€ 4,520,000",,Reserve,F,CF,20,Germany,Mainz,True,,germany,2526
Rav van den Berg,,"€ 21,731","€ 1,130,000","€ 280,000","Aug 13, 2025","Jun 30, 2030",5,"€ 5,650,000",,Starter,D,CB,21,Netherlands,Koln,True,,germany,2526
Ísak Jóhannesson,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 1, 2025","Jun 30, 2030",5,"€ 5,650,000",,Reserve,M,CM,22,Iceland,Koln,True,,germany,2526
Fabian Bredlow,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 14, 2025","Jun 30, 2027",2,"€ 2,260,000",,Reserve,K,GK,30,Germany,Stuttgart,True,,germany,2526
Danel Sinani,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 4, 2023","Jun 30, 2026",1,"€ 1,130,000",,Starter,F,AM,28,Luxembourg,St Pauli,True,,germany,2526
Jens Castrop,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 1, 2025","Jun 30, 2029",4,"€ 4,520,000",,Reserve,M,CM,22,South Korea,Monchengladbach,True,,germany,2526
Giovanni Reyna,,"€ 21,731","€ 1,130,000","€ 280,000","Aug 23, 2025","Jun 30, 2028",3,"€ 3,390,000",,Reserve,F,AM,23,United States,Monchengladbach,True,,germany,2526
Arijon Ibrahimovic,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 1, 2025","Jun 30, 2026",1,"€ 1,130,000",,Starter,F,AM,20,Germany,Heidenheim,True,,germany,2526
Yannik Engelhardt,,"€ 21,731","€ 1,130,000","€ 280,000","Sep 1, 2025","Jun 30, 2026",1,"€ 1,130,000",,Starter,M,DM,24,Germany,Monchengladbach,True,,germany,2526
Jean-Mattéo Bahoya,,"€ 21,731","€ 1,130,000","€ 280,000","Jan 25, 2024","Jun 30, 2029",4,"€ 4,520,000",,Starter,F,LW,20,France,Eintracht Frankfurt,True,,germany,2526
Noah Atubolu,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 13, 2023","Jun 30, 2027",2,"€ 2,260,000",,Starter,K,GK,23,Germany,Freiburg,True,,germany,2526
Bakery Jatta,,"€ 21,731","€ 1,130,000","€ 280,000","Jan 14, 2024","Jun 30, 2029",4,"€ 4,520,000",,Starter,F,RW,27,The Gambia,Hamburg,True,,germany,2526
Mads Pedersen,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 14, 2023","Jun 30, 2027",2,"€ 2,260,000",,Reserve,D,LB,29,Denmark,Augsburg,True,,germany,2526
Albert Grønbaek,,"€ 21,731","€ 1,130,000","€ 280,000","Jan 31, 2026","Jun 30, 2026",1,"€ 1,130,000",,Reserve,F,AM,24,Denmark,Hamburg,True,,germany,2526
Silas Katompa Mvumpa,,"€ 21,731","€ 1,130,000","€ 280,000","Jan 6, 2026","Jun 30, 2026",1,"€ 1,130,000",,Starter,F,RW,27,Democratic Republic of the Congo,Mainz,True,,germany,2526
Jakub Kaminski,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 4, 2025","Jun 30, 2026",1,"€ 1,130,000",,Starter,F,LW,23,Poland,Koln,True,,germany,2526
Dominique Heintz,,"€ 21,731","€ 1,130,000","€ 280,000","Mar 29, 2024","Jun 30, 2026",1,"€ 1,130,000",,Reserve,D,CB,32,Germany,Koln,True,,germany,2526
Marvin Pieringer,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 3, 2023","Jun 30, 2027",2,"€ 2,260,000",,Starter,F,CF,26,Germany,Heidenheim,True,,germany,2526
Tom Rothe,,"€ 21,731","€ 1,130,000","€ 280,000","Aug 7, 2024","Jun 30, 2026",1,"€ 1,130,000",,Reserve,D,LB,21,Germany,Union Berlin,True,,germany,2526
Andrija Maksimovic,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 16, 2025","Jun 30, 2030",5,"€ 5,650,000",,Reserve,F,AM,18,Serbia,Leipzig,True,,germany,2526
Maxim Leitsch,,"€ 21,731","€ 1,130,000","€ 280,000","Jul 1, 2022","Jun 30, 2026",1,"€ 1,130,000",,Reserve,D,CB,27,Germany,Mainz,True,,germany,2526
Daniel Heuer Fernandes,,"€ 21,731","€ 1,130,000","€ 280,000","Dec 8, 2023","Jun 30, 2026",1,"€ 1,130,000",,Starter,K,GK,33,Portugal,Hamburg,True,,germany,2526
James Sands,,"€ 20,000","€ 1,040,000","€ 260,000","May 20, 2025","Jun 30, 2026",1,"€ 1,040,000",,Reserve,M,DM,25,United States,St Pauli,True,,germany,2526
Wouter Burger,,"€ 20,000","€ 1,040,000","€ 260,000","Jul 22, 2025","Jun 30, 2030",5,"€ 5,200,000",,Starter,M,DM,24,Netherlands,Hoffenheim,True,,germany,2526
Dennis Geiger,,"€ 20,000","€ 1,040,000","€ 260,000","Apr 20, 2023","Jun 30, 2027",2,"€ 2,080,000",,Reserve,M,CM,27,Germany,Hoffenheim,False,,germany,2526
Sebastian Sebulonsen,,"€ 20,000","€ 1,040,000","€ 260,000","Jul 18, 2025","Jun 30, 2028",3,"€ 3,120,000",,Starter,D,RB,26,Norway,Koln,True,,germany,2526
William Bøving,,"€ 20,000","€ 1,040,000","€ 260,000","Sep 1, 2025","Jun 30, 2029",4,"€ 4,160,000",,Reserve,F,CF,22,Denmark,Mainz,True,,germany,2526
Joël Schmied,,"€ 20,000","€ 1,040,000","€ 260,000","Jan 13, 2025","Jun 30, 2029",4,"€ 4,160,000",,Starter,D,CB,27,Switzerland,Koln,True,,germany,2526
Derry Scherhant,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2025","Jun 30, 2026",1,"€ 940,000",,Reserve,F,LW,23,Germany,Freiburg,True,,germany,2526
Ansgar Knauff,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2023","Jun 30, 2028",3,"€ 2,820,000",,Reserve,F,RW,24,Germany,Eintracht Frankfurt,True,,germany,2526
Leopold Querfeld,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2024","Jun 30, 2026",1,"€ 940,000",,Starter,D,CB,22,Austria,Union Berlin,True,,germany,2526
Denis Huseinbasic,,"€ 18,077","€ 940,000","€ 240,000","Jun 30, 2024","Jun 30, 2027",2,"€ 1,880,000",,Reserve,M,CM,24,Bosnia-Herzegovina,Koln,True,,germany,2526
Anthony Jung,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2025","Jun 30, 2026",1,"€ 940,000",,Reserve,D,CB,34,Germany,Freiburg,True,,germany,2526
Timothy Chandler,,"€ 18,077","€ 940,000","€ 240,000","May 8, 2025","Jun 30, 2026",1,"€ 940,000",,Reserve,D,RB,35,United States,Eintracht Frankfurt,True,,germany,2526
Nicolas Höfler,,"€ 18,077","€ 940,000","€ 240,000","Nov 18, 2024","Jun 30, 2026",1,"€ 940,000",,Reserve,M,DM,35,Germany,Freiburg,True,,germany,2526
Tim Lemperle,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2025","Jun 30, 2029",4,"€ 3,760,000",,Reserve,F,CF,24,Germany,Hoffenheim,True,,germany,2526
Muhammed Damar,,"€ 18,077","€ 940,000","€ 240,000","May 21, 2025","Jun 30, 2029",4,"€ 3,760,000",,Reserve,F,AM,21,Germany,Hoffenheim,True,,germany,2526
Finn Jeltsch,,"€ 18,077","€ 940,000","€ 240,000","Feb 3, 2025","Jun 30, 2030",5,"€ 4,700,000",,Reserve,D,CB,19,Germany,Stuttgart,True,,germany,2526
Nediljko Labrovic,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2024","Jun 30, 2029",4,"€ 3,760,000",,Reserve,K,GK,26,Croatia,Augsburg,True,,germany,2526
Nnamdi Collins,,"€ 18,077","€ 940,000","€ 240,000","Dec 16, 2024","Jun 30, 2030",5,"€ 4,700,000",,Starter,D,CB,22,Germany,Eintracht Frankfurt,True,,germany,2526
Jonas Adjetey,,"€ 18,077","€ 940,000","€ 240,000","Feb 2, 2026","Jun 30, 2030",5,"€ 4,700,000",,Reserve,D,CB,22,Ghana,Wolfsburg,True,,germany,2526
Saël Kumbedi,,"€ 18,077","€ 940,000","€ 240,000","Jan 1, 2026","Jun 30, 2029",4,"€ 3,760,000",,Starter,D,RB,20,France,Wolfsburg,True,,germany,2526
Pascal Stenzel,,"€ 18,077","€ 940,000","€ 240,000","Jan 17, 2024","Jun 30, 2026",1,"€ 940,000",,Reserve,D,RB,29,Germany,Stuttgart,True,,germany,2526
Aljoscha Kemlein,,"€ 18,077","€ 940,000","€ 240,000","May 21, 2025","Jun 30, 2026",1,"€ 940,000",,Starter,M,DM,21,Germany,Union Berlin,True,,germany,2526
Arthur,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2023","Jun 30, 2028",3,"€ 2,820,000",,Starter,D,RB,22,Brazil,Bayer Leverkusen,True,,germany,2526
Tim Siersleben,,"€ 18,077","€ 940,000","€ 240,000","Sep 13, 2025","Jun 30, 2028",3,"€ 2,820,000",,Starter,D,CB,25,Germany,Heidenheim,True,,germany,2526
Ransford-Yeboah Königsdörffer,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2022","Jun 30, 2026",1,"€ 940,000",,Starter,F,CF,24,Ghana,Hamburg,True,,germany,2526
Olivier Deman,,"€ 18,077","€ 940,000","€ 240,000","Aug 31, 2023","Jun 30, 2028",3,"€ 2,820,000",,Reserve,D,LB,25,Belgium,Werder Bremen,True,,germany,2526
Johan Manzambi,,"€ 18,077","€ 940,000","€ 240,000","Jun 24, 2025","Jun 30, 2030",5,"€ 4,700,000",,Reserve,M,CM,20,Switzerland,Freiburg,True,,germany,2526
Ernest Poku,,"€ 18,077","€ 940,000","€ 240,000","Aug 12, 2025","Jun 30, 2030",5,"€ 4,700,000",,Reserve,F,RW,22,Netherlands,Bayer Leverkusen,True,,germany,2526
Elias Saad,,"€ 18,077","€ 940,000","€ 240,000","Jul 1, 2025","Jun 30, 2029",4,"€ 3,760,000",,Reserve,F,LW,26,Tunisia,Augsburg,False,,germany,2526
Livan Burcu,,"€ 16,346","€ 850,000","€ 210,000","Jul 8, 2025","Jun 30, 2026",1,"€ 850,000",,Reserve,F,LW,21,Turkey,Union Berlin,True,,germany,2526
Arnaud Nordin,,"€ 16,346","€ 850,000","€ 210,000","Jan 28, 2025","Jun 30, 2028",3,"€ 2,550,000",,Reserve,F,RW,27,France,Mainz,False,,germany,2526
Kristoffer Lund,,"€ 16,346","€ 850,000","€ 210,000","Aug 5, 2025","Jun 30, 2026",1,"€ 850,000",,Starter,D,LB,23,United States,Koln,True,,germany,2526
Aaron Zehnter,,"€ 16,346","€ 850,000","€ 210,000","Jul 1, 2025","Jun 30, 2030",5,"€ 4,250,000",,Reserve,D,LB,21,Germany,Wolfsburg,True,,germany,2526
Florian Müller,,"€ 16,346","€ 850,000","€ 210,000","Jul 1, 2023","Jun 30, 2026",1,"€ 850,000",,Reserve,K,GK,28,Germany,Freiburg,True,,germany,2526
Kaishu Sano,,"€ 16,346","€ 850,000","€ 210,000","Jul 3, 2024","Jun 30, 2028",3,"€ 2,550,000",,Starter,M,DM,25,Japan,Mainz,True,,germany,2526
Luca Jaquez,,"€ 16,346","€ 850,000","€ 210,000","Feb 3, 2025","Jun 30, 2029",4,"€ 3,400,000",,Reserve,D,CB,22,Switzerland,Stuttgart,True,,germany,2526
Aurèle Amenda,,"€ 16,346","€ 850,000","€ 210,000","Jan 24, 2024","Jun 30, 2029",4,"€ 3,400,000",,Starter,D,CB,22,Switzerland,Eintracht Frankfurt,True,,germany,2526
Adam Daghim,,"€ 16,346","€ 850,000","€ 210,000","Sep 1, 2025","Jun 30, 2026",1,"€ 850,000",,Starter,F,RW,20,Denmark,Wolfsburg,True,,germany,2526
Mathias Rasmussen,,"€ 16,346","€ 850,000","€ 210,000","Jan 24, 2026","Jun 30, 2029",4,"€ 3,400,000",,Reserve,M,CM,28,Norway,St Pauli,True,,germany,2526
Giorgi Gocholeishvili,,"€ 15,192","€ 790,000","€ 200,000","Aug 7, 2025","Jun 30, 2026",1,"€ 790,000",,Reserve,D,RB,24,Georgia,Hamburg,True,,germany,2526
Daniel Peretz,,"€ 14,423","€ 750,000","€ 190,000","Jul 21, 2025","Jun 30, 2026",1,"€ 750,000",,Reserve,K,GK,25,Israel,Hamburg,False,,germany,2526
Chema Andrés,,"€ 14,423","€ 750,000","€ 190,000","Jul 27, 2025","Jun 30, 2030",5,"€ 3,750,000",,Starter,M,DM,20,Spain,Stuttgart,True,,germany,2526
Marius Müller,,"€ 14,423","€ 750,000","€ 190,000","Jul 1, 2024","Jun 30, 2027",2,"€ 1,500,000",,Reserve,K,GK,32,Germany,Wolfsburg,True,,germany,2526
Kento Shiogai,,"€ 14,423","€ 750,000","€ 190,000","Jan 20, 2026","Jun 30, 2030",5,"€ 3,750,000",,Reserve,F,CF,20,Japan,Wolfsburg,True,,germany,2526
Jeanuël Belocian,,"€ 14,423","€ 750,000","€ 190,000","Feb 2, 2026","Jun 30, 2026",1,"€ 750,000",,Starter,D,CB,20,France,Wolfsburg,True,,germany,2526
Max Finkgräfe,,"€ 14,423","€ 750,000","€ 190,000","Jul 3, 2025","Jun 30, 2030",5,"€ 3,750,000",,Reserve,D,LB,21,Germany,Leipzig,True,,germany,2526
Yan Diomande,,"€ 14,423","€ 750,000","€ 190,000","Jul 16, 2025","Jun 30, 2030",5,"€ 3,750,000",,Starter,F,LW,19,Cote d'Ivoire,Leipzig,True,,germany,2526
Sirlord Conteh,,"€ 14,423","€ 750,000","€ 190,000","Jul 1, 2024","Jun 30, 2027",2,"€ 1,500,000",,Reserve,F,RW,29,Germany,Heidenheim,True,,germany,2526
Armindo Sieb,,"€ 14,423","€ 750,000","€ 190,000","Jul 2, 2024","Jun 30, 2026",1,"€ 750,000",,Reserve,F,SS,22,Germany,Mainz,True,,germany,2526
Jeanuël Belocian,,"€ 14,423","€ 750,000","€ 190,000","Jul 1, 2024","Jun 30, 2029",4,"€ 3,000,000",,Reserve,D,CB,20,France,Bayer Leverkusen,False,,germany,2526
Niklas Lomb,,"€ 14,423","€ 750,000","€ 190,000","Apr 8, 2024","Jun 30, 2027",2,"€ 1,500,000",,Reserve,K,GK,32,Germany,Bayer Leverkusen,True,,germany,2526
Mikkel Kaufmann,,"€ 14,423","€ 750,000","€ 190,000","Jul 1, 2024","Jun 30, 2028",3,"€ 2,250,000",,Reserve,F,CF,25,Denmark,Heidenheim,True,,germany,2526
Arijon Ibrahimovic,,"€ 14,423","€ 750,000","€ 190,000","Jul 2, 2024","Jun 30, 2027",2,"€ 1,500,000",,Reserve,F,AM,19,Germany,Bayern Munich,False,,germany,2526
Marnon Busch,,"€ 14,423","€ 750,000","€ 190,000","Dec 12, 2022","Jun 30, 2027",2,"€ 1,500,000",,Reserve,D,RB,31,Germany,Heidenheim,True,,germany,2526
Niklas Tauer,,"€ 14,423","€ 750,000","€ 190,000","Jun 21, 2022","Jun 30, 2026",1,"€ 750,000",,Reserve,M,DM,24,Germany,Mainz,True,,germany,2526
Anton Kade,,"€ 14,423","€ 750,000","€ 190,000","Aug 25, 2025","Jun 30, 2029",4,"€ 3,000,000",,Reserve,M,RM,22,Germany,Augsburg,True,,germany,2526
Almugera Kabar,,"€ 14,423","€ 750,000","€ 190,000","Feb 20, 2025","Jun 30, 2028",3,"€ 2,250,000",,Reserve,D,LB,19,Germany,Borussia Dortmund,True,,germany,2526
Sheraldo Becker,,"€ 14,423","€ 750,000","€ 190,000","Feb 2, 2026","Jun 30, 2026",1,"€ 750,000",,Reserve,F,LW,30,Suriname,Mainz,True,,germany,2526
Sota Kawasaki,,"€ 14,423","€ 750,000","€ 190,000","Jul 9, 2025","Jun 30, 2026",1,"€ 750,000",,Reserve,M,DM,24,Japan,Mainz,True,,germany,2526
Stefan Posch,,"€ 14,423","€ 750,000","€ 190,000","Jan 22, 2026","Jun 30, 2026",1,"€ 750,000",,Starter,D,CB,28,Austria,Mainz,True,,germany,2526
Ilyas Ansah,,"€ 14,423","€ 750,000","€ 190,000","Jul 1, 2025","Jun 30, 2026",1,"€ 750,000",,Reserve,F,CF,21,Germany,Union Berlin,True,,germany,2526
Luca Kilian,,"€ 14,423","€ 750,000","€ 190,000","Dec 23, 2024","Jun 30, 2026",1,"€ 750,000",,Reserve,D,CB,26,Germany,Koln,True,,germany,2526
Ramon Hendriks,,"€ 14,423","€ 750,000","€ 190,000","Jul 1, 2024","Jun 30, 2028",3,"€ 2,250,000",,Starter,D,CB,24,Netherlands,Stuttgart,True,,germany,2526
Pavao Pervan,,"€ 14,423","€ 750,000","€ 190,000","Apr 16, 2025","Jun 30, 2026",1,"€ 750,000",,Reserve,K,GK,38,Austria,Wolfsburg,True,,germany,2526
Damion Downs,,"€ 14,423","€ 750,000","€ 190,000","Jan 7, 2026","Jun 30, 2026",1,"€ 750,000",,Reserve,F,CF,21,United States,Hamburg,True,,germany,2526
Jeremy Arévalo,,"€ 14,423","€ 750,000","€ 190,000","Jan 2, 2026","Jun 30, 2031",6,"€ 4,500,000",,Reserve,F,CF,20,Ecuador,Stuttgart,True,,germany,2526
Joel Chima Fujita,,"€ 14,423","€ 750,000","€ 190,000","Jul 1, 2025","Jun 30, 2026",1,"€ 750,000",,Starter,M,CM,23,Japan,St Pauli,True,,germany,2526
Younes Ebnoutalib,,"€ 14,423","€ 750,000","€ 190,000","Jan 1, 2026","Jun 30, 2031",6,"€ 4,500,000",,Reserve,F,CF,22,Germany,Eintracht Frankfurt,True,,germany,2526
Said El Mala,,"€ 13,846","€ 720,000","€ 180,000","Jul 19, 2025","Jun 30, 2030",5,"€ 3,600,000",,Starter,F,LW,19,Germany,Koln,True,,germany,2526
Andréas Hountondji,,"€ 12,692","€ 660,000","€ 170,000","Jul 8, 2025","Jun 30, 2026",1,"€ 660,000",,Reserve,F,CF,23,Benin,St Pauli,True,,germany,2526
Arkadiusz Pyrka,,"€ 12,692","€ 660,000","€ 170,000","Jul 1, 2025","Jun 30, 2026",1,"€ 660,000",,Starter,D,RB,23,Poland,St Pauli,True,,germany,2526
Louis Oppie,,"€ 12,692","€ 660,000","€ 170,000","Jul 11, 2025","Jun 30, 2026",1,"€ 660,000",,Reserve,D,LB,23,Germany,St Pauli,True,,germany,2526
Warmed Omari,,"€ 12,692","€ 660,000","€ 170,000","Feb 2, 2026","Jun 30, 2030",5,"€ 3,300,000",,Starter,D,CB,25,Comoros,Hamburg,True,,germany,2526
Elias Baum,,"€ 12,692","€ 660,000","€ 170,000","Oct 26, 2023","Jun 30, 2028",3,"€ 1,980,000",,Reserve,D,RB,20,Germany,Eintracht Frankfurt,True,,germany,2526
Christian Kofane,,"€ 12,692","€ 660,000","€ 170,000","Jul 11, 2025","Jun 30, 2029",4,"€ 2,640,000",,Starter,F,CF,19,Cameroon,Bayer Leverkusen,True,,germany,2526
Mert Kömür,,"€ 12,692","€ 660,000","€ 170,000","Jul 4, 2025","Jun 30, 2029",4,"€ 2,640,000",,Starter,F,AM,20,Germany,Augsburg,True,,germany,2526
Cenk Özkacar,,"€ 12,692","€ 660,000","€ 170,000","Aug 9, 2025","Jun 30, 2026",1,"€ 660,000",,Starter,D,CB,25,Turkey,Koln,True,,germany,2526
Julián Malatini,,"€ 12,692","€ 660,000","€ 170,000","Jan 16, 2024","Jun 30, 2026",1,"€ 660,000",,Reserve,D,CB,24,Argentina,Werder Bremen,True,,germany,2526
Noahkai Banks,,"€ 12,692","€ 660,000","€ 170,000","Jun 23, 2025","Jun 30, 2029",4,"€ 2,640,000",,Starter,D,CB,19,United States,Augsburg,True,,germany,2526
Leopold Zingerle,,"€ 12,692","€ 660,000","€ 170,000","Feb 9, 2026","Jun 30, 2028",3,"€ 1,980,000",,Reserve,K,GK,31,Germany,Leipzig,True,,germany,2526
Eren Dinkçi,,"€ 12,692","€ 660,000","€ 170,000","Jul 1, 2024","Jun 30, 2026",1,"€ 660,000",,Reserve,F,RW,24,Turkey,Freiburg,False,,germany,2526
Ron-Robert Zieler,,"€ 12,692","€ 660,000","€ 170,000","Jul 7, 2025","Jun 30, 2027",2,"€ 1,320,000",,Reserve,K,GK,36,Germany,Koln,True,,germany,2526
Lucas Höler,,"€ 12,692","€ 660,000","€ 170,000","Mar 27, 2023","Jun 30, 2026",1,"€ 660,000",,Reserve,F,CF,31,Germany,Freiburg,True,,germany,2526
Tomoya Ando,,"€ 12,692","€ 660,000","€ 170,000","Jan 1, 2026","Jun 30, 2026",1,"€ 660,000",,Starter,D,CB,27,Japan,St Pauli,True,,germany,2526
Karol Mets,,"€ 12,692","€ 660,000","€ 170,000","Jul 1, 2023","Jun 30, 2026",1,"€ 660,000",,Starter,D,CB,32,Estonia,St Pauli,True,,germany,2526
Bence Dárdai,,"€ 12,692","€ 660,000","€ 170,000","Jul 1, 2024","Jun 30, 2029",4,"€ 2,640,000",,Reserve,F,AM,20,Hungary,Wolfsburg,True,,germany,2526
Fabio Chiarodia,,"€ 12,692","€ 660,000","€ 170,000","Jul 1, 2023","Jun 30, 2027",2,"€ 1,320,000",,Reserve,D,CB,20,Italy,Monchengladbach,True,,germany,2526
Jonas Föhrenbach,,"€ 12,692","€ 660,000","€ 170,000","Dec 12, 2022","Jun 30, 2027",2,"€ 1,320,000",,Reserve,D,LB,30,Germany,Heidenheim,True,,germany,2526
Eren Dinkçi,,"€ 12,692","€ 660,000","€ 170,000","Jan 30, 2026","Jun 30, 2026",1,"€ 660,000",,Starter,F,RW,24,Turkey,Heidenheim,True,,germany,2526
Nikolas Nartey,,"€ 12,692","€ 660,000","€ 170,000","Jun 26, 2025","Jun 30, 2026",1,"€ 660,000",,Reserve,M,CM,25,Denmark,Stuttgart,True,,germany,2526
