player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Rayan Fofana,1545376,RC Lens,1648,france,2526,769,24,6,6.75,5,0,5,5.56,0.21,3,0,0.0,28,2,66.67,54,46,100,76.92,14,37.84,23,0,0,0,16,0,8,7,0,5,24,0,0,14,20260428,4,68,0,1,13,0,14.29,0,8,7,1,5,0,,53,54.08,0,0,0,30,2,5,2,7,2.0,0,0,0,0,0.0,0,0,0,1,92,3,0,0,3,0,0,0,0,0,0,153.8,0.0,0,28,7,16,12,11,44.0,0,11,6,54.55,5,5,25,5,67,49.63,3,75,55,130,162.0,35,1,324,32,0,0,8654.0,450000.0,F,19.0,France
Matt O'Riley,891829,Olympique de Marseille,1641,france,2526,739,15,6,6.75,1,2,3,0.83,2.1,12,0,0.0,122,12,48.0,222,170,392,88.29,2,25.0,6,0,0,0,44,5,1,1,2,10,14,0,0,7,20260428,7,40,0,0,15,0,14.29,0,9,9,0,0,1,,21,38.18,0,0,0,52,6,13,1,1,3.0,0,1,0,0,0.0,0,0,0,0,84,7,0,0,0,0,0,0,0,0,0,739.0,0.0,0,3,4,3,3,2,28.57,0,18,7,38.89,12,22,7,7,23,36.51,25,269,175,444,94.5,7,1,543,1,2,0,,,,,
Dro Fernández,1926085,Paris Saint-Germain,1644,france,2526,367,8,4,6.75,1,0,1,0.72,0.44,1,0,0.0,51,1,50.0,116,95,211,92.54,4,66.67,2,0,0,0,16,0,1,0,1,4,8,0,0,6,20260428,5,22,0,0,5,0,33.33,0,3,3,0,1,0,,20,50.0,0,0,0,17,6,5,0,0,3.0,0,0,0,0,0.0,0,0,0,0,44,1,0,0,1,0,0,0,0,0,0,367.0,0.0,0,3,0,1,2,6,54.55,0,6,2,33.33,5,1,11,2,24,52.17,2,128,100,228,54.0,3,0,299,8,0,0,35000.0,1820000.0,F,18.0,Spain
Steeve Kango,1627804,Olympique Lyonnais,1649,france,2526,86,4,1,6.75,0,0,0,,0.03,1,0,0.0,13,1,25.0,31,20,51,92.73,0,0.0,4,0,0,0,5,0,0,0,0,2,4,0,0,0,20260428,0,6,0,0,1,0,0.0,0,0,0,0,0,0,,4,66.67,0,0,0,4,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,50.0,0,2,1,50.0,0,2,2,7,4,40.0,4,35,20,55,27.0,0,0,80,1,0,0,,,,,
Remy Labeau Lascary,1401005,Stade Brestois,1715,france,2526,1060,23,11,6.75,5,1,6,4.58,1.75,5,3,30.0,53,6,46.15,103,60,163,79.51,9,25.0,27,0,0,0,39,4,5,5,0,2,23,0,0,9,20260428,15,104,0,0,25,0,17.86,0,18,13,5,4,1,,46,37.4,0,0,0,42,6,11,1,8,2.0,0,0,0,0,0.0,0,0,0,0,135,8,0,0,4,0,0,0,0,0,0,212.0,0.0,0,19,9,9,14,17,36.96,0,14,8,57.14,11,10,46,10,55,34.59,13,134,71,205,155.2,28,1,431,15,2,0,8654.0,450000.0,F,22.0,France
Facundo Medina,860307,Olympique de Marseille,1641,france,2526,1106,14,13,6.74,0,1,1,0.3,0.63,31,1,7.14,147,30,49.18,392,411,803,91.67,8,57.14,6,0,0,0,59,2,1,0,2,30,14,0,0,2,20260428,6,33,0,0,19,0,0.0,11,19,19,0,0,0,,26,49.06,0,0,0,73,16,4,0,0,6.0,1,0,0,0,0.0,0,0,0,0,111,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,3,1,4,80.0,0,14,11,78.57,4,63,5,14,34,50.75,61,442,434,876,94.4,4,0,1062,8,6,0,80385.0,4180000.0,D,26.0,Argentina
Maxi Oyedele,1153355,RC Strasbourg,1659,france,2526,312,6,4,6.74,1,0,1,0.11,0.06,4,0,0.0,29,8,61.54,74,113,187,91.67,4,44.44,5,0,0,0,15,0,0,0,0,7,5,0,0,0,20260428,2,15,0,0,6,0,50.0,0,8,7,1,1,0,,11,52.38,0,0,0,17,5,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,27,2,0,0,1,0,0,0,0,0,0,312.0,0.0,0,1,1,1,1,3,60.0,0,3,2,66.67,1,6,5,0,15,50.0,13,87,117,204,33.7,2,0,249,5,2,0,14038.0,730000.0,M,21.0,Poland
Habibou Diallo,802159,Metz,1651,france,2526,1875,23,21,6.74,4,1,5,6.66,0.51,5,1,20.0,62,9,90.0,104,73,177,67.05,69,48.59,73,0,0,1,39,0,5,10,6,29,23,0,0,26,20260428,3,137,0,0,27,0,10.81,0,44,37,7,3,1,,51,44.35,0,0,1,87,2,12,0,11,4.0,0,1,1,0,0.0,0,0,0,1,194,8,0,0,4,0,0,0,0,0,0,468.75,0.0,0,29,8,15,12,13,50.0,0,9,5,55.56,11,10,26,5,120,46.69,10,173,91,264,155.0,37,2,539,29,0,0,41923.0,2180000.0,F,30.0,Senegal
Samuel Amo-Ameyaw,1407484,RC Strasbourg,1659,france,2526,852,22,7,6.74,1,2,3,0.6,1.13,7,11,22.0,97,8,66.67,178,132,310,88.57,0,0.0,3,0,0,0,39,2,1,4,1,1,21,0,0,15,20260428,12,60,0,0,13,0,10.0,0,15,15,0,1,0,,62,52.1,0,0,0,40,3,12,0,2,0.0,0,0,0,1,0.0,0,0,0,0,144,7,0,0,1,0,0,0,0,0,0,852.0,0.0,0,5,5,5,1,27,57.45,0,17,9,52.94,12,15,47,50,62,50.82,12,209,141,350,141.5,10,0,593,18,2,0,14038.0,730000.0,F,19.0,England
Caio Henrique,845170,AS Monaco,1653,france,2526,1527,21,17,6.74,0,1,1,0.25,3.49,42,21,23.08,189,26,36.11,381,238,619,80.6,7,36.84,12,0,0,0,59,6,0,2,2,32,21,0,0,9,20260428,7,50,0,0,13,0,0.0,0,24,22,2,0,0,,43,53.09,0,0,0,149,11,19,0,1,6.0,0,0,0,1,0.0,0,0,0,0,287,7,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,2,0,0,6,40.0,0,22,9,40.91,19,96,15,91,50,50.0,72,490,278,768,141.5,2,0,1170,17,2,0,57500.0,2990000.0,D,28.0,Brazil
Stanis Idumbo Muzambo,1149152,AS Monaco,1653,france,2526,164,8,0,6.74,1,1,2,0.56,0.16,0,0,0.0,16,0,0.0,28,18,46,90.2,1,50.0,1,0,0,0,6,1,1,2,0,2,8,0,0,2,20260428,1,9,0,0,3,0,16.67,0,5,4,1,1,0,,6,42.86,0,0,0,5,0,3,0,0,0.0,0,0,0,0,0.0,0,0,0,0,14,2,0,0,1,0,0,0,0,0,0,164.0,0.0,0,4,2,2,2,1,25.0,0,3,3,100.0,3,1,4,1,7,43.75,1,33,18,51,53.9,6,1,87,2,0,0,15385.0,800000.0,F,20.0,Belgium
Igor Silva,831246,Lorient,1656,france,2526,1222,16,13,6.74,1,0,1,0.46,0.84,18,6,28.57,89,19,41.3,201,320,521,87.12,14,53.85,12,0,0,0,47,0,0,2,2,44,16,0,0,2,20260428,10,36,0,1,9,0,12.5,6,24,22,2,0,1,,42,63.64,0,0,0,77,13,8,0,1,7.0,0,0,0,0,0.0,0,0,0,0,127,2,0,0,1,0,0,0,0,0,0,1222.0,0.0,1,2,6,5,1,3,33.33,0,21,13,61.9,8,35,9,21,56,60.87,46,251,347,598,107.8,8,1,845,18,1,0,17500.0,910000.0,D,29.0,Brazil
Junior Mwanga,1197153,RC Strasbourg,1659,france,2526,1642,20,20,6.74,1,1,2,1.2,1.18,22,1,11.11,118,36,48.0,289,390,679,86.28,16,42.11,22,0,0,0,80,2,1,2,3,27,20,0,1,9,20260428,18,84,1,1,25,0,10.0,9,33,28,5,1,0,,73,54.07,0,0,0,108,13,18,0,0,7.0,0,0,0,1,0.0,0,0,0,0,160,4,0,1,1,0,0,0,0,0,0,1642.0,0.0,0,8,2,5,3,18,64.29,0,39,21,53.85,18,54,28,9,89,51.45,75,372,415,787,134.7,10,0,1036,16,2,0,17500.0,910000.0,M,22.0,France
Andrija Bulatovic,1423504,RC Lens,1648,france,2526,596,16,4,6.73,0,2,2,0.4,1.09,9,10,25.0,51,10,55.56,107,121,228,84.76,2,40.0,3,0,0,0,33,3,1,0,2,7,15,0,0,6,20260428,12,47,0,0,15,0,0.0,0,7,6,1,0,0,,47,51.65,0,0,0,41,7,9,0,0,1.0,0,0,0,1,0.0,0,0,0,0,105,4,0,0,0,0,0,0,0,0,0,0.0,0.0,2,1,5,2,4,3,18.75,0,27,15,55.56,9,14,16,40,49,51.04,18,136,133,269,101.0,6,0,438,17,1,0,6923.0,360000.0,M,19.0,Montenegro
Arnaud Bodart,878898,Lille,1643,france,2526,226,3,2,6.73,0,0,0,,0.01,9,0,0.0,4,18,43.9,9,58,67,73.63,0,0.0,0,0,0,0,14,0,0,0,0,1,3,0,0,0,20260428,0,1,0,1,1,0,0.0,13,3,3,0,0,0,0.24,0,0.0,0,1,0,24,0,0,0,0,0.0,0,0,0,1,0.0,1,0,0,0,24,0,1,0,0,2,1,3,4,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,17,0,0,0,0.0,41,28,63,91,20.2,0,0,107,0,0,0,24423.0,1270000.0,K,27.0,Belgium
Gabin Bernardeau,1893993,Nice,1661,france,2526,100,4,1,6.73,0,0,0,0.08,0.17,1,1,25.0,14,5,71.43,20,9,29,67.44,2,66.67,1,0,0,0,7,0,0,1,0,3,3,0,0,2,20260428,3,9,0,0,1,0,0.0,0,1,1,0,0,0,,7,46.67,0,0,0,14,0,2,0,1,0.0,0,0,0,0,0.0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,1,1,0,0.0,0,4,4,100.0,2,4,2,4,9,50.0,7,32,11,43,20.2,3,0,72,3,0,0,5192.0,270000.0,F,20.0,France
Tim Weah,855810,Olympique de Marseille,1641,france,2526,2175,28,25,6.73,2,2,4,1.62,2.86,36,13,22.41,277,31,47.69,506,337,843,85.85,17,60.71,11,0,0,0,97,7,3,8,3,21,28,0,0,11,20260428,16,92,0,1,32,0,7.41,0,33,32,1,2,0,,77,48.73,1,0,0,139,16,29,0,1,3.0,0,0,0,0,0.0,0,0,0,0,254,6,0,0,1,0,0,0,0,0,0,1087.5,0.0,0,9,18,9,10,14,37.84,0,47,33,70.21,29,73,37,58,94,50.54,65,605,377,982,188.5,27,0,1421,18,5,0,87500.0,4550000.0,F,25.0,United States
Ibou Sane,1470032,Metz,1651,france,2526,555,16,5,6.73,1,1,2,0.36,0.72,2,2,15.38,37,3,42.86,73,35,108,82.44,5,62.5,3,0,0,0,15,1,0,1,0,4,16,0,0,7,20260428,2,28,0,0,8,0,16.67,0,11,8,3,1,0,,24,48.98,0,0,0,23,1,5,0,3,0.0,0,0,0,0,0.0,0,0,0,2,67,1,0,0,1,0,0,0,0,0,0,555.0,0.0,0,4,2,2,3,2,20.0,0,7,3,42.86,5,4,10,13,29,50.88,7,89,42,131,107.7,6,0,228,15,2,0,,,,,
Ciro Immobile,45923,Paris FC,6070,france,2526,679,10,9,6.73,2,2,4,1.62,1.42,8,0,0.0,37,3,37.5,66,36,102,69.86,8,32.0,17,0,0,0,21,5,1,3,0,6,10,0,0,7,20260428,2,33,0,0,6,0,14.29,0,8,8,0,2,0,,8,33.33,0,0,1,44,1,9,0,7,2.0,0,0,0,0,0.0,0,0,0,0,83,4,0,0,2,0,0,0,0,0,0,339.5,0.0,0,11,3,6,5,3,60.0,0,0,0,0.0,9,11,5,3,16,32.65,8,99,47,146,67.3,14,0,236,5,1,0,70000.0,3640000.0,F,35.0,Italy
Karim Dermane,1130307,Lorient,1656,france,2526,1260,27,14,6.73,1,2,3,1.12,0.99,11,1,6.67,158,20,57.14,249,183,432,85.38,6,22.22,21,0,0,0,85,1,0,1,0,5,27,0,0,24,20260428,13,93,0,0,19,0,6.67,0,25,23,2,1,0,,77,51.68,0,0,2,74,11,15,0,0,2.0,0,0,0,0,0.0,0,0,0,1,178,11,0,0,1,0,0,0,0,0,0,1260.0,0.0,0,12,3,12,2,18,48.65,0,22,16,72.73,15,24,37,15,83,47.16,35,310,196,506,181.7,15,1,771,37,3,0,10577.0,550000.0,F,22.0,Togo
Mohamed Kader Meite,1606642,Stade Rennais,1658,france,2526,530,17,6,6.73,3,2,5,3.5,0.59,0,0,0.0,31,0,0.0,42,12,54,65.06,20,76.92,6,0,0,0,12,2,4,8,0,10,17,0,0,9,20260428,1,33,0,0,12,0,13.64,0,5,3,2,3,0,,13,32.5,1,0,1,29,1,5,2,8,1.0,0,0,0,0,0.0,0,0,0,0,64,2,0,0,0,0,0,0,0,0,0,176.67,0.0,0,19,3,7,7,6,54.55,0,3,2,66.67,5,1,11,3,33,50.0,0,70,13,83,114.4,22,1,183,4,0,0,,,,,
Osame Sahraoui,965357,Lille,1643,france,2526,479,17,4,6.73,1,2,3,0.82,1.29,3,0,0.0,112,4,80.0,151,52,203,80.88,0,0.0,2,0,0,0,19,2,1,4,0,2,17,0,0,17,20260428,4,42,1,1,3,0,9.09,0,5,5,0,0,1,,44,52.38,0,0,1,48,3,10,0,1,1.0,0,1,0,0,0.0,0,0,0,0,101,4,0,0,1,0,0,0,0,0,0,479.0,0.0,0,9,2,3,4,15,48.39,0,5,3,60.0,9,6,31,3,44,51.16,5,190,61,251,114.4,11,0,392,24,0,0,26154.0,1360000.0,F,24.0,Morocco
Mama Baldé,557166,Stade Brestois,1715,france,2526,683,15,8,6.73,2,2,4,2.74,0.56,3,1,25.0,49,3,27.27,78,25,103,71.03,19,48.72,20,0,0,0,33,0,2,10,0,5,15,0,0,11,20260428,2,54,0,0,11,0,6.9,0,17,14,3,2,0,,31,47.69,0,0,1,42,5,7,2,0,0.0,0,0,0,0,0.0,0,0,0,0,92,15,0,0,0,0,0,0,0,0,0,341.5,0.0,0,23,6,14,5,9,42.86,0,12,6,50.0,7,9,21,4,50,48.08,11,112,33,145,100.9,29,0,288,11,0,0,45385.0,2360000.0,F,30.0,Guinea-Bissau
Adama Camara,1507384,Paris FC,6070,france,2526,2067,27,25,6.73,1,0,1,1.78,1.06,24,4,36.36,142,36,53.73,349,394,743,85.8,23,41.07,33,0,0,0,78,3,1,4,4,59,27,0,0,15,20260428,15,97,1,1,26,0,5.88,0,33,33,0,1,0,,79,55.24,0,0,0,123,36,14,0,0,12.0,0,0,0,0,0.0,0,0,0,0,198,4,0,0,1,0,0,0,0,0,0,2067.0,0.0,0,12,5,9,4,9,47.37,0,52,28,53.85,14,44,19,11,102,51.26,67,422,444,866,181.6,17,0,1251,18,8,0,8654.0,450000.0,M,29.0,France
Sebastian Nanasi,962068,RC Strasbourg,1659,france,2526,799,16,8,6.73,4,1,5,3.01,0.74,5,2,10.53,111,8,57.14,168,101,269,84.33,2,22.22,7,0,0,0,21,2,6,1,1,12,16,0,0,4,20260428,7,33,0,0,7,0,28.57,0,11,10,1,4,0,,14,35.0,0,0,0,50,4,12,2,1,2.0,0,0,0,0,0.0,0,0,0,0,94,4,0,0,2,0,0,0,0,0,0,199.75,0.0,0,14,0,5,8,4,33.33,0,9,4,44.44,12,11,12,19,16,32.65,14,211,108,319,107.6,14,1,436,1,0,0,24423.0,1270000.0,M,23.0,Sweden
Ibrahim Mbaye,1590918,Paris Saint-Germain,1644,france,2526,889,21,9,6.73,1,2,3,2.28,1.99,3,2,13.33,196,5,71.43,331,113,444,86.72,4,30.77,9,0,0,0,39,2,4,4,2,2,20,0,0,16,20260428,4,71,0,1,10,0,5.0,0,8,6,2,0,1,,46,42.59,0,0,1,68,5,20,0,2,0.0,0,0,0,0,0.0,0,0,0,0,171,10,0,0,1,0,0,0,0,0,0,889.0,0.0,0,16,4,8,8,20,38.46,0,14,8,57.14,20,8,52,15,50,41.32,7,389,123,512,134.5,20,0,726,12,0,0,17500.0,910000.0,F,18.0,Senegal
Reda Khadra,995671,Le Havre,1662,france,2526,223,8,1,6.73,0,0,0,0.21,0.81,0,4,22.22,24,1,25.0,36,3,39,70.91,2,66.67,1,0,0,0,10,1,0,2,0,1,8,0,0,3,20260428,3,19,0,0,4,0,0.0,0,5,5,0,0,0,,13,41.94,0,0,0,16,0,7,0,0,0.0,0,1,0,0,0.0,0,0,0,0,52,3,0,0,0,0,0,0,0,0,0,0.0,0.0,2,1,5,1,3,5,38.46,0,7,4,57.14,6,5,13,18,15,44.12,4,48,7,55,53.8,6,0,124,1,0,0,17500.0,910000.0,F,24.0,Germany
Thomas Delaine,153218,Le Havre,1662,france,2526,200,5,2,6.72,0,0,0,0.07,0.33,8,4,21.05,18,2,11.11,32,58,90,73.77,0,0.0,1,0,0,0,9,0,0,2,0,7,5,0,0,0,20260428,2,5,0,0,2,0,0.0,0,1,1,0,0,0,,5,55.56,0,0,0,32,3,3,0,0,0.0,0,0,0,0,0.0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,1,0,2,100.0,0,2,0,0.0,3,24,2,19,5,50.0,18,58,64,122,33.6,3,0,188,1,1,0,,,,,
Elye Wahi,979315,Nice,1661,france,2526,822,12,10,6.72,5,1,6,3.4,0.55,3,4,50.0,30,3,42.86,54,33,87,67.97,5,16.13,26,0,0,0,12,2,4,5,1,1,11,0,0,5,20260428,3,60,0,0,18,0,23.81,0,15,13,2,4,1,,14,29.17,0,0,0,41,2,7,0,19,0.0,0,0,1,0,100.0,0,1,0,0,84,6,0,0,5,0,0,0,0,0,0,164.4,0.0,0,18,3,3,13,6,40.0,0,4,2,50.0,7,5,15,8,19,24.05,7,91,37,128,73.9,21,1,228,4,4,0,35000.0,1820000.0,F,23.0,France
Julian Vignolo,1657108,Toulouse,1681,france,2526,207,13,1,6.72,2,0,2,1.44,0.44,0,6,60.0,9,0,0.0,16,9,25,60.98,0,0.0,1,0,0,0,8,0,1,1,0,0,12,0,0,3,20260428,3,13,0,1,3,0,25.0,0,4,3,1,1,1,,7,36.84,0,0,0,16,0,7,1,0,0.0,0,0,0,0,0.0,0,0,0,0,36,2,0,0,1,0,0,0,0,0,0,103.5,0.0,0,6,2,0,7,3,50.0,0,3,3,100.0,7,1,6,10,7,35.0,2,30,11,41,80.6,8,0,92,1,0,0,6923.0,360000.0,F,19.0,Argentina
Boubacar Traoré,982613,Metz,1651,france,2526,1366,19,16,6.72,1,0,1,0.93,0.34,16,1,50.0,72,28,65.12,198,332,530,86.6,22,55.0,18,0,0,0,87,0,1,4,1,16,19,0,0,13,20260428,14,80,1,2,29,0,5.56,0,31,27,4,1,0,,70,53.03,0,0,0,82,14,4,0,0,1.0,0,0,0,1,0.0,0,0,0,0,135,6,0,0,1,0,0,0,0,0,0,1366.0,0.0,0,8,10,11,3,18,69.23,0,47,24,51.06,4,33,26,2,92,53.49,43,247,365,612,127.6,18,0,835,5,3,0,31538.0,1640000.0,M,24.0,Mali
Tanguy Ndombélé,845486,Nice,1661,france,2526,279,8,3,6.71,0,1,1,0.54,0.23,0,1,100.0,19,3,75.0,32,38,70,90.91,0,0.0,2,0,0,0,14,1,1,2,0,3,7,0,0,4,20260428,0,11,0,0,1,0,0.0,0,3,3,0,0,0,,11,55.0,0,0,0,7,1,5,0,0,0.0,0,0,0,0,0.0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,2,2,1,1,20.0,0,3,1,33.33,5,0,5,1,11,50.0,4,38,39,77,47.0,5,0,123,7,0,0,104808.0,5450000.0,M,29.0,France
Calvin Verdonk,361780,Lille,1643,france,2526,734,15,7,6.71,0,0,0,0.05,0.84,13,6,23.08,97,11,29.73,189,214,403,82.41,12,66.67,6,0,0,0,42,1,0,1,2,23,14,0,1,0,20260428,3,23,0,0,14,0,0.0,0,9,9,0,0,0,,17,50.0,0,0,0,86,17,8,0,0,1.0,0,0,0,0,0.0,0,0,0,0,124,6,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,2,1,0,0,0.0,0,14,9,64.29,8,36,2,26,29,55.77,37,250,239,489,94.0,2,0,677,3,3,0,27885.0,1450000.0,D,28.0,Indonesia
Lucas Høgsberg,1426597,RC Strasbourg,1659,france,2526,1526,20,18,6.71,0,0,0,0.25,0.54,24,0,0.0,82,39,55.71,314,722,1036,92.67,13,48.15,14,0,0,0,72,0,0,1,4,51,20,0,0,1,20260428,9,37,0,2,14,0,0.0,36,28,27,1,0,0,,28,54.9,0,0,0,82,10,1,0,1,15.0,0,0,0,0,0.0,0,0,0,0,96,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,4,0,2,1,1,100.0,0,16,8,50.0,1,47,1,0,41,52.56,70,361,757,1118,134.2,4,0,1277,12,2,1,20962.0,1090000.0,D,19.0,Denmark
Amir Murillo,839493,Olympique de Marseille,1641,france,2526,988,16,11,6.71,2,1,3,1.03,1.6,11,5,18.52,115,10,41.67,222,196,418,86.01,10,45.45,12,0,0,0,43,3,0,2,3,19,16,0,0,7,20260428,5,57,0,0,22,0,22.22,0,13,12,1,2,0,,45,50.0,1,0,1,68,6,11,1,2,2.0,0,0,0,0,0.0,0,0,0,1,135,2,0,0,0,0,0,0,0,0,0,494.0,0.0,1,7,2,5,2,8,42.11,0,21,14,66.67,11,19,19,27,55,49.11,24,278,208,486,107.3,9,1,730,16,4,0,55962.0,2910000.0,D,29.0,Panama
Frank Magri,1169436,Toulouse,1681,france,2526,1264,17,16,6.71,5,1,6,4.48,0.92,1,2,13.33,53,2,100.0,96,54,150,73.89,40,44.44,50,0,0,1,28,1,2,8,0,13,17,0,0,19,20260428,6,113,0,0,28,0,15.15,0,17,17,0,5,0,,38,37.62,1,0,0,53,3,14,2,3,1.0,0,0,1,0,0.0,0,0,0,0,136,6,0,0,2,0,0,0,0,0,0,252.8,0.0,0,27,6,13,12,10,45.45,0,8,2,25.0,14,2,22,15,78,40.84,2,139,64,203,114.0,33,1,422,22,3,0,24423.0,1270000.0,F,26.0,Cameroon
Adam Karabec,1000175,Olympique Lyonnais,1649,france,2526,940,21,11,6.71,1,0,1,1.65,1.96,9,19,23.75,92,6,35.29,145,77,222,80.73,7,50.0,7,0,0,0,19,2,1,3,2,2,19,0,0,7,20260428,6,43,0,1,14,0,11.11,0,8,7,1,1,0,,36,50.0,0,0,0,53,1,22,1,3,1.0,0,1,0,0,0.0,0,0,0,0,155,7,0,0,0,0,0,0,0,0,0,940.0,0.0,0,7,2,1,5,11,55.0,0,4,3,75.0,21,18,20,80,43,50.0,17,190,85,275,127.4,9,0,467,21,3,0,17500.0,910000.0,F,22.0,Czech Republic
Bradley Locko,1129382,Stade Brestois,1715,france,2526,1294,20,14,6.71,0,2,2,0.12,1.22,30,10,29.41,81,28,57.14,161,192,353,77.75,7,26.92,19,0,0,0,62,3,0,0,4,30,20,0,0,10,20260428,23,73,0,1,11,0,0.0,0,22,20,2,0,0,,83,60.58,0,0,0,101,11,8,0,2,0.0,0,0,0,0,0.0,0,0,0,0,198,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,12,50.0,0,53,29,54.72,8,53,24,34,90,55.21,49,222,232,454,134.1,2,0,826,18,0,0,12308.0,640000.0,D,23.0,France
Martín Satriano,973536,Olympique Lyonnais,1649,france,2526,703,11,8,6.7,2,1,3,1.79,0.72,5,2,40.0,45,4,66.67,78,53,131,83.44,13,37.14,22,0,0,0,17,2,3,3,1,3,10,0,0,6,20260428,2,49,0,0,11,0,12.5,0,6,6,0,2,0,,22,44.9,0,0,2,26,6,9,0,3,0.0,0,0,0,0,0.0,0,0,0,0,59,4,0,0,2,0,0,0,0,0,0,351.5,0.0,0,13,3,6,7,5,33.33,0,5,3,60.0,9,7,15,5,35,41.67,6,100,57,157,67.0,16,1,258,13,1,0,15769.0,820000.0,F,24.0,Uruguay
Mikayil Faye,1002564,Stade Rennais,1658,france,2526,12,1,0,6.7,0,0,0,,0.0,0,0,0.0,1,1,100.0,6,1,7,77.78,1,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20260428,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,100.0,1,8,1,9,6.7,0,0,10,0,0,0,,,,,
Billal Brahimi,948250,Nice,1661,france,2526,8,1,0,6.7,0,0,0,,0.14,0,0,0.0,3,0,0.0,3,0,3,100.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20260428,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,2,0,0.0,0,3,0,3,6.7,0,0,5,0,0,0,,,,,
Erawan Garnier,1842137,RC Lens,1648,france,2526,14,1,0,6.7,0,0,0,,0.01,0,1,50.0,5,0,0.0,7,1,8,88.89,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20260428,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,1,100.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,0,0,2,1,100.0,0,8,1,9,6.7,0,0,13,0,0,0,,,,,
Paul Argney,1426218,Le Havre,1662,france,2526,90,1,1,6.7,0,0,0,,0.0,2,0,0.0,0,3,33.33,1,23,24,80.0,0,0.0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,20260428,0,0,0,0,0,0,0.0,5,1,1,0,0,0,-0.03,0,0.0,0,1,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,6,0,1,0,0,0,1,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3,0,0,0,0.0,9,7,23,30,6.7,0,0,37,0,0,0,2885.0,150000.0,K,19.0,France
