player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Angel Ortiz,1152139,Real Betis,2816,spain,2526,582,13,7,6.74,0,0,0,0.04,0.81,3,5,26.32,41,9,34.62,96,112,208,83.2,1,14.29,6,0,0,0,29,1,0,1,0,16,11,0,0,5,20260428,8,37,0,0,9,0,0.0,0,9,7,2,0,0,,43,58.11,0,0,0,42,3,6,0,0,4.0,0,0,0,0,0.0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,7,41.18,0,27,18,66.67,6,9,17,19,44,54.32,26,117,133,250,74.1,1,0,427,9,1,0,12115.0,630000.0,D,21.0,Spain
Fer López,1526628,Celta Vigo,2821,spain,2526,741,12,8,6.73,1,0,1,0.82,0.79,15,2,14.29,110,20,62.5,202,108,310,82.89,3,37.5,5,0,0,0,41,2,1,3,0,6,12,0,0,13,20260428,6,51,1,1,17,0,11.11,0,14,12,2,1,0,,39,45.88,0,0,1,64,3,7,1,0,1.0,0,1,0,0,0.0,0,0,0,0,125,3,0,0,0,0,0,0,0,0,0,741.0,0.0,0,4,5,3,3,19,61.29,0,8,4,50.0,6,21,31,14,42,45.16,32,246,128,374,80.8,9,1,521,12,2,0,14423.0,750000.0,F,21.0,Spain
Marc Casadó,1000483,FC Barcelona,2817,spain,2526,912,21,9,6.73,0,1,1,0.84,0.64,15,2,100.0,155,15,48.39,417,322,739,91.12,6,54.55,5,0,0,0,37,0,1,8,3,7,18,0,0,5,20260428,8,42,0,0,22,0,0.0,0,8,7,1,0,0,,38,50.67,0,0,1,72,7,11,0,0,3.0,0,0,0,0,0.0,0,0,0,0,97,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,6,2,0,2,33.33,0,17,9,52.94,11,36,6,2,44,51.16,31,467,344,811,121.2,10,0,949,19,1,0,24038.0,1250000.0,M,22.0,Spain
Matias Vecino,158615,Celta Vigo,2821,spain,2526,126,4,2,6.73,0,0,0,0.08,0.09,2,0,0.0,20,1,25.0,49,22,71,82.56,3,50.0,3,0,0,0,5,0,0,1,0,2,3,0,0,1,20260428,2,8,0,0,3,0,0.0,0,3,2,1,0,0,,7,58.33,0,0,0,15,2,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,1,0,0,0.0,0,7,5,71.43,0,5,0,1,10,55.56,4,59,27,86,20.2,2,0,102,0,0,0,56154.0,2920000.0,M,34.0,Uruguay
Javi Rodríguez,1526627,Celta Vigo,2821,spain,2526,2111,28,23,6.73,0,1,1,0.64,0.74,29,0,0.0,243,51,47.22,630,783,1413,90.69,21,43.75,27,0,0,0,60,1,1,3,5,81,28,0,0,10,20260428,18,87,1,3,30,0,0.0,0,28,25,3,0,0,,64,51.61,0,0,0,145,22,8,0,1,12.0,0,0,0,1,0.0,0,0,0,0,183,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8,3,6,2,6,60.0,0,32,21,65.63,8,54,10,1,85,49.42,108,713,845,1558,188.4,11,0,1883,27,5,0,15962.0,830000.0,D,22.0,Spain
Thomas Lemar,191182,Girona FC,24264,spain,2526,1151,23,13,6.73,3,1,4,1.88,1.36,18,12,26.67,202,20,71.43,325,192,517,87.78,2,50.0,2,0,0,0,53,1,1,6,0,2,23,0,0,28,20260428,15,76,0,0,18,0,18.75,0,16,15,1,1,2,,60,44.78,0,0,1,72,3,19,2,0,2.0,0,1,0,0,0.0,0,0,0,0,182,9,0,0,1,0,0,0,0,0,0,383.67,0.0,1,5,11,2,8,19,57.58,0,21,12,57.14,18,29,33,45,62,44.93,28,380,209,589,154.7,16,0,835,20,2,0,31346.0,1630000.0,F,30.0,France
Isi Palazón,899982,Rayo Vallecano,2818,spain,2526,2262,31,27,6.73,3,3,6,5.3,3.96,38,29,27.62,281,44,57.89,440,279,719,82.45,21,41.18,30,0,0,1,96,9,6,16,1,23,31,0,1,41,20260428,23,152,0,1,36,0,5.66,0,28,26,2,3,0,,102,45.54,0,0,3,153,3,39,3,6,6.0,0,0,3,0,66.67,0,2,0,0,364,9,0,1,0,0,0,0,0,0,0,754.0,0.0,2,19,34,21,16,23,47.92,0,29,14,48.28,39,62,48,105,123,44.73,76,564,308,872,208.5,53,0,1403,51,10,0,40000.0,2080000.0,F,31.0,Spain
Ademola Lookman,824200,Atlético Madrid,2836,spain,2526,356,8,5,6.73,2,0,2,1.81,0.25,3,0,0.0,40,1,33.33,65,18,83,83.84,2,50.0,2,0,0,0,17,1,1,4,0,0,8,0,0,9,20260428,2,18,0,0,3,0,14.29,0,6,5,1,2,0,,10,38.46,1,0,0,16,1,4,0,4,0.0,0,0,0,0,0.0,0,0,0,0,43,3,0,0,1,0,0,0,0,0,0,178.0,0.0,0,10,4,7,3,5,62.5,0,2,1,50.0,4,3,8,6,12,40.0,3,80,19,99,53.8,14,0,162,3,1,0,240385.0,12500000.0,F,28.0,Nigeria
Iker Muñoz,1119586,Osasuna,2820,spain,2526,859,17,7,6.72,0,0,0,0.33,0.27,16,1,25.0,96,23,57.5,188,153,341,84.62,14,51.85,13,0,0,0,42,0,0,1,0,19,17,0,0,6,20260428,14,54,0,0,16,0,0.0,0,10,8,2,0,0,,34,45.33,0,0,0,62,10,5,0,1,1.0,0,0,0,0,0.0,0,0,0,0,85,5,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,7,4,3,3,37.5,0,12,8,66.67,5,30,8,4,48,47.06,40,235,168,403,114.3,8,0,529,20,4,0,14038.0,730000.0,M,23.0,Spain
Unai Núñez,892521,Valencia,2828,spain,2526,674,9,8,6.72,0,0,0,0.21,0.36,5,1,33.33,22,20,50.0,99,184,283,86.28,11,50.0,11,0,0,0,31,0,1,2,3,32,9,0,0,1,20260428,6,27,0,0,8,0,0.0,0,8,8,0,0,0,,23,58.97,0,0,1,45,7,1,0,0,5.0,0,0,0,0,0.0,0,0,0,0,64,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,2,3,0,0,0.0,0,17,10,58.82,1,18,2,3,34,55.74,40,124,204,328,60.5,5,0,466,7,2,0,16346.0,850000.0,D,29.0,Spain
Gabriel Suazo,818986,Sevilla,2833,spain,2526,1672,24,20,6.72,0,1,1,0.42,2.88,38,27,31.4,202,33,52.38,377,301,678,83.91,10,35.71,18,0,0,0,90,4,0,1,3,41,23,0,0,15,20260428,21,87,1,1,26,0,0.0,0,32,29,3,0,0,,94,57.67,0,0,0,130,20,34,0,2,4.0,0,0,0,1,0.0,0,0,0,0,291,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,0,1,2,13,56.52,0,69,56,81.16,34,63,23,86,104,54.45,63,475,333,808,154.6,4,0,1323,12,7,0,76923.0,4000000.0,D,28.0,Chile
Williot Swedberg,1126779,Celta Vigo,2821,spain,2526,1009,24,10,6.72,4,3,7,3.46,1.05,0,2,28.57,69,3,42.86,124,59,183,76.89,2,14.29,12,0,0,0,26,2,3,6,0,5,24,0,0,16,20260428,14,82,0,0,25,0,20.0,0,14,14,0,4,0,,62,46.97,1,0,0,55,2,8,0,6,1.0,0,0,0,0,0.0,0,0,0,0,116,7,0,0,3,0,0,0,0,0,0,252.25,0.0,0,17,3,3,11,8,33.33,0,23,16,69.57,8,5,24,7,64,43.84,7,162,76,238,161.3,20,1,423,31,2,0,22115.0,1150000.0,F,22.0,Sweden
Denis Suarez,138383,Deportivo Alavés,2885,spain,2526,1176,25,12,6.72,1,2,3,0.9,1.41,14,8,33.33,187,23,44.23,373,245,618,86.68,3,30.0,7,0,0,0,77,2,2,3,1,11,25,0,0,17,20260428,23,86,0,1,18,0,14.29,0,18,15,3,1,0,,62,43.97,0,0,1,95,6,18,0,0,3.0,0,0,0,0,0.0,0,0,0,0,170,6,0,0,1,0,0,0,0,0,0,1176.0,0.0,0,4,3,1,3,21,50.0,0,20,10,50.0,18,33,42,24,65,43.05,52,446,267,713,168.0,7,0,922,21,6,0,36154.0,1880000.0,F,32.0,Spain
Yáser Asprilla,1092769,Girona FC,24264,spain,2526,605,15,6,6.72,0,0,0,0.58,1.4,5,11,29.73,54,11,84.62,79,50,129,85.43,2,28.57,5,0,0,0,26,2,0,5,0,4,15,0,0,10,20260428,2,36,0,0,10,0,0.0,0,14,13,1,0,0,,29,48.33,0,0,0,22,5,12,0,5,1.0,0,0,0,0,0.0,0,0,0,1,91,4,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,10,5,5,13,59.09,0,8,3,37.5,12,9,22,37,31,46.27,13,94,57,151,100.8,15,0,306,8,0,0,,,F,22.0,Colombia
Ivan Balliu,152446,Rayo Vallecano,2818,spain,2526,343,11,3,6.72,0,0,0,0.33,0.25,4,1,12.5,40,9,52.94,76,70,146,84.88,3,37.5,5,0,0,0,14,0,1,0,0,4,10,0,0,0,20260428,1,14,0,0,6,0,0.0,0,5,4,1,0,0,,14,60.87,0,0,0,26,4,2,0,0,3.0,0,0,0,0,0.0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,2,0,3,60.0,0,8,5,62.5,2,7,5,8,17,54.84,17,99,73,172,67.2,2,0,259,3,2,0,18077.0,940000.0,D,34.0,Albania
Oso,1534422,Sevilla,2833,spain,2526,1137,16,11,6.72,1,3,4,1.03,1.1,12,16,21.05,93,18,48.65,158,114,272,74.52,13,46.43,15,0,0,0,41,3,1,3,1,13,16,0,0,12,20260428,13,57,0,1,10,0,9.09,0,18,17,1,1,0,,46,52.27,0,0,2,93,5,17,0,4,3.0,0,0,0,1,0.0,0,0,0,0,215,2,0,0,1,0,0,0,0,0,0,1137.0,0.0,1,8,3,4,4,10,55.56,0,22,17,77.27,17,30,18,76,59,50.86,37,225,140,365,107.5,11,0,665,14,1,0,5962.0,310000.0,D,22.0,Spain
Tyrhys Dolan,1063015,Espanyol,2814,spain,2526,2147,32,25,6.72,1,4,5,2.19,3.67,12,22,22.68,166,4,28.57,292,137,429,83.63,10,33.33,20,0,0,0,91,6,2,11,1,10,32,0,0,30,20260428,20,140,0,0,32,0,3.45,0,34,30,4,1,0,,122,50.41,0,0,1,84,16,27,0,5,1.0,0,0,0,0,0.0,0,0,0,2,330,15,0,1,1,0,0,0,0,0,0,2147.0,0.0,0,16,13,9,9,31,40.26,0,50,31,62.0,27,29,77,97,132,48.53,14,354,159,513,214.9,29,0,1052,41,4,1,28077.0,1460000.0,F,24.0,England
Jonny Otto,235648,Deportivo Alavés,2885,spain,2526,2818,32,32,6.71,0,0,0,0.55,1.83,50,7,29.17,292,58,50.43,665,783,1448,86.6,25,56.82,19,0,0,0,148,2,2,1,3,60,32,0,0,30,20260428,30,117,0,2,34,0,0.0,0,47,41,6,0,0,,115,53.99,0,0,1,224,38,17,0,1,12.0,0,0,0,0,0.0,0,0,0,0,351,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,4,5,3,24,75.0,0,62,37,59.68,17,86,32,24,140,54.47,115,808,864,1672,214.8,9,0,2355,29,6,0,32115.0,1670000.0,D,31.0,Spain
David Alaba,66492,Real Madrid,2829,spain,2526,268,9,3,6.71,0,0,0,0.19,0.06,6,0,0.0,22,4,26.67,87,125,212,92.98,5,50.0,5,0,0,0,8,0,0,1,0,12,8,0,0,0,20260428,2,8,0,0,1,0,0.0,2,4,3,1,0,0,,5,62.5,0,0,0,16,0,0,0,0,4.0,0,0,0,0,0.0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,2,1,1,0,0.0,0,5,4,80.0,0,15,0,0,10,55.56,15,98,130,228,53.7,3,0,257,0,1,0,432692.0,22500000.0,D,33.0,Austria
Pere Milla,175185,Espanyol,2814,spain,2526,1824,29,23,6.71,6,0,6,6.62,2.16,21,5,16.67,128,19,47.5,215,140,355,72.45,23,44.23,29,0,0,0,63,4,7,10,1,13,29,0,1,27,20260428,32,120,0,0,23,0,10.91,0,22,21,1,6,0,,73,44.51,3,0,0,135,15,31,3,9,3.0,0,0,0,0,0.0,0,0,0,0,240,16,0,1,0,0,0,0,0,0,0,304.0,0.0,7,35,20,26,19,7,38.89,0,34,21,61.76,31,40,18,30,96,44.44,40,322,168,490,194.6,55,0,834,35,6,0,24038.0,1250000.0,F,33.0,Spain
Hugo Duro,909119,Valencia,2828,spain,2526,1674,31,18,6.71,9,0,9,7.44,0.8,7,0,0.0,64,7,70.0,129,113,242,70.55,40,32.52,83,0,0,0,36,2,7,6,1,19,31,0,0,10,20260428,12,131,0,0,16,0,28.13,0,27,25,2,9,0,,49,50.52,3,0,1,101,4,15,5,5,6.0,0,0,1,0,100.0,0,1,0,1,167,5,0,0,1,0,0,0,0,0,0,186.0,0.0,0,32,0,14,12,3,20.0,0,14,9,64.29,15,9,15,0,89,40.45,10,205,138,343,208.0,32,0,573,32,5,0,80192.0,4170000.0,F,26.0,Spain
Omar El Hilali,1064026,Espanyol,2814,spain,2526,2457,31,28,6.71,0,2,2,0.01,1.94,53,17,32.69,152,51,35.17,380,518,898,81.64,22,43.14,29,0,0,0,86,3,0,0,7,73,31,0,0,5,20260428,23,94,1,0,36,0,0.0,0,41,35,6,0,0,,90,58.06,0,0,0,202,34,15,0,2,12.0,0,0,0,1,0.0,0,0,0,0,312,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,7,70.0,0,62,47,75.81,15,114,10,52,112,54.37,145,516,584,1100,207.9,1,0,1713,22,7,0,20000.0,1040000.0,D,22.0,Morocco
Rubén Sánchez,1021165,Espanyol,2814,spain,2526,547,16,4,6.71,0,1,1,0.08,1.02,6,7,30.43,45,13,34.21,100,81,181,76.69,9,42.86,12,0,0,0,37,2,0,0,1,17,16,0,0,4,20260428,8,33,1,0,6,0,0.0,0,8,8,0,0,0,,28,57.14,0,0,0,55,9,6,0,0,4.0,0,0,0,2,0.0,0,0,0,0,109,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,3,5,0,14,73.68,0,6,6,100.0,6,20,19,23,37,52.86,38,142,94,236,107.3,5,0,424,9,2,0,14038.0,730000.0,D,25.0,Spain
Abderrahman Rebbach,1082968,Deportivo Alavés,2885,spain,2526,1104,25,10,6.7,1,2,3,2.14,2.43,10,15,17.65,113,16,59.26,178,109,287,80.62,7,36.84,12,0,0,0,63,7,3,8,0,11,24,0,0,15,20260428,18,100,0,0,29,0,3.33,0,14,12,2,1,0,,65,42.48,0,0,1,69,11,24,0,3,0.0,0,0,0,0,0.0,0,0,0,0,217,5,0,0,1,0,0,0,0,0,0,1104.0,0.0,1,17,13,12,10,12,30.77,0,31,13,41.94,24,17,39,85,72,41.86,27,234,122,356,160.9,30,1,702,22,5,0,14038.0,730000.0,F,27.0,Algeria
Nemanja Gudelj,68332,Sevilla,2833,spain,2526,2125,29,23,6.7,2,0,2,1.02,0.38,26,1,16.67,87,49,48.04,267,650,917,89.2,40,64.52,22,0,0,0,72,0,0,5,3,122,29,0,0,7,20260428,13,79,0,1,34,0,8.33,4,39,34,5,1,1,,47,45.19,1,0,0,111,20,5,1,0,17.0,0,0,0,0,0.0,0,0,0,0,146,2,0,0,0,0,0,0,0,0,0,1062.5,0.0,5,5,19,13,6,4,40.0,0,33,22,66.67,5,48,10,6,87,52.41,102,343,685,1028,194.3,24,2,1348,10,8,0,76154.0,3960000.0,M,34.0,Serbia
Ángel Pérez,1513222,Deportivo Alavés,2885,spain,2526,840,11,9,6.7,1,2,3,0.76,1.61,3,18,25.0,92,8,21.05,171,82,253,73.76,0,0.0,8,0,0,0,48,1,1,5,0,15,11,0,0,4,20260428,6,47,0,0,12,0,11.11,0,18,15,3,1,0,,37,48.68,0,0,0,90,6,18,1,3,1.0,0,0,0,0,0.0,0,0,0,0,189,5,0,0,0,0,0,0,0,0,0,840.0,0.0,0,7,2,1,3,12,40.0,0,13,10,76.92,18,24,30,72,37,44.05,38,238,105,343,73.7,9,0,594,12,3,0,5962.0,310000.0,F,23.0,Spain
Hector Fort,1402908,Elche,2846,spain,2526,390,10,6,6.7,1,2,3,0.55,0.18,2,2,28.57,28,7,58.33,67,38,105,82.68,6,60.0,4,0,0,0,15,0,1,5,0,7,10,0,0,5,20260428,3,24,0,0,4,0,10.0,0,4,3,1,1,0,,18,47.37,0,0,0,22,6,4,0,2,1.0,0,0,0,0,0.0,0,0,0,0,51,3,0,0,1,0,0,0,0,0,0,390.0,0.0,0,5,5,1,4,8,50.0,0,10,3,30.0,4,6,16,7,24,50.0,12,83,44,127,67.0,10,0,230,0,0,0,20000.0,1040000.0,D,19.0,Spain
Pablo Ibáñez,1084381,Deportivo Alavés,2885,spain,2526,2025,32,25,6.7,1,1,2,4.15,1.26,27,6,18.18,241,24,43.64,481,330,811,86.09,22,46.81,25,0,0,0,111,1,3,14,2,25,32,0,0,44,20260428,29,169,0,1,35,0,2.22,0,31,28,3,1,0,,136,48.57,0,0,1,131,20,19,0,2,10.0,0,0,0,0,0.0,0,0,0,0,294,11,0,0,1,0,0,0,0,0,0,2025.0,0.0,0,20,25,19,12,31,45.59,0,47,29,61.7,19,49,68,33,158,48.32,55,579,363,942,214.4,45,0,1455,58,5,0,20000.0,1040000.0,M,27.0,Spain
Javier Boñar,1142591,Atlético Madrid,2836,spain,2526,180,2,2,6.7,1,0,1,0.31,0.01,0,0,0.0,6,1,10.0,28,34,62,81.58,2,50.0,2,0,0,0,4,0,0,0,0,10,2,0,0,2,20260428,3,9,0,0,2,0,100.0,0,5,5,0,1,0,,5,41.67,1,0,0,14,0,1,0,0,1.0,0,0,0,0,0.0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,180.0,0.0,0,1,0,0,1,1,100.0,0,3,1,33.33,1,5,1,3,7,43.75,10,42,34,76,13.4,1,0,119,1,0,0,,,,,
Víctor García,952222,Levante UD,2849,spain,2526,929,19,10,6.7,0,1,1,1.12,0.97,8,12,21.43,56,7,26.92,106,79,185,74.0,14,48.28,15,0,0,0,47,2,1,3,0,15,19,0,0,6,20260428,7,55,0,1,12,0,0.0,0,11,9,2,0,0,,41,50.62,0,0,0,65,9,13,0,3,4.0,0,0,0,0,0.0,0,0,0,0,161,3,0,0,0,0,0,0,0,0,0,0.0,0.0,1,8,6,6,5,12,41.38,0,19,11,57.89,13,20,29,56,55,50.0,26,154,96,250,127.3,14,0,487,11,0,0,15962.0,830000.0,D,28.0,Spain
Endrick,1174937,Real Madrid,2829,spain,2526,11,1,0,6.7,0,0,0,,,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20260428,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,2,100.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0,0.0,0,0,1,0,2,100.0,0,0,0,0,6.7,0,0,4,1,0,0,40000.0,2080000.0,F,19.0,Brazil
Víctor Valdepeñas,1901143,Real Madrid,2829,spain,2526,78,1,1,6.7,0,0,0,,0.01,1,1,100.0,6,1,50.0,18,14,32,94.12,0,0.0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,20260428,1,5,0,0,3,0,0.0,0,1,1,0,0,0,,7,58.33,0,0,0,2,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,5,3,60.0,1,1,1,1,7,58.33,2,20,14,34,6.7,0,0,55,1,0,0,,,,,
Job Ochieng,1111081,Real Sociedad,2824,spain,2526,25,1,0,6.7,0,0,0,,0.04,1,0,0.0,4,1,100.0,6,3,9,75.0,0,0.0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,20260428,0,3,0,0,0,0,0.0,0,0,0,0,0,0,,1,33.33,0,0,0,3,0,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0.0,2,1,2,1,1,25.0,1,8,4,12,6.7,0,0,22,0,0,0,,,,,
Federico Gattoni,941464,Sevilla,2833,spain,2526,9,1,0,6.7,0,0,0,,0.0,0,0,0.0,1,0,0.0,1,0,1,100.0,1,100.0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,20260428,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,100.0,0,1,0,1,6.7,0,0,4,0,0,0,8077.0,420000.0,D,26.0,Argentina
Omar Falah,2115056,Real Oviedo,2851,spain,2526,13,1,0,6.7,0,0,0,,0.0,1,0,0.0,1,1,100.0,2,4,6,85.71,0,0.0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,20260428,0,1,0,0,0,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,0,0,0.0,1,2,5,7,6.7,0,0,14,0,0,0,,,,,
Rubén Iranzo,1167704,Valencia,2828,spain,2526,12,1,0,6.7,0,0,0,,0.0,0,0,0.0,1,1,100.0,2,0,2,100.0,0,0.0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,20260428,0,2,0,0,1,0,0.0,0,0,0,0,0,0,,1,50.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,0,0,0,1,33.33,1,2,0,2,6.7,0,0,6,0,0,0,,,,,
Hugo Burcio,1858279,Celta Vigo,2821,spain,2526,12,1,0,6.7,0,0,0,,0.0,0,0,0.0,0,0,0.0,4,1,5,100.0,0,0.0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,20260428,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,1,100.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,100.0,0,4,1,5,6.7,0,0,6,0,0,0,,,,,
Marc-André Ter Stegen,88625,Girona FC,24264,spain,2526,180,2,2,6.7,0,0,0,,0.0,2,0,0.0,0,7,53.85,0,69,69,92.0,0,0.0,0,0,0,0,14,0,0,0,0,1,2,0,0,0,20260428,0,0,0,0,0,0,0.0,6,2,2,0,0,0,0.54,0,0.0,0,1,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,6,0,1,0,0,0,3,1,4,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,0,0,0,0.0,13,3,72,75,13.4,0,0,85,0,0,0,20000.0,1040000.0,K,33.0,Germany
Samu Becerra,2198232,Rayo Vallecano,2818,spain,2526,11,3,0,6.7,0,0,0,,0.07,0,1,50.0,4,0,0.0,6,5,11,91.67,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20260428,0,1,0,0,1,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,2,0,0.0,0,7,5,12,6.7,0,0,15,0,0,0,3654.0,190000.0,M,19.0,Spain
Arnau Tenas,908714,Villarreal,2819,spain,2526,450,5,5,6.7,0,0,0,,0.01,11,0,0.0,4,28,31.11,13,71,84,57.14,0,0.0,0,0,0,0,38,0,0,0,0,3,5,0,0,0,20260428,0,0,0,0,0,0,0.0,40,8,7,1,0,0,-1.54,1,100.0,0,5,0,63,0,0,0,0,0.0,0,0,0,0,0.0,2,0,0,0,64,0,1,0,0,1,9,2,11,1,2,0.0,0.0,0,0,0,0,0,0,0.0,1,1,1,100.0,0,20,0,0,1,100.0,90,63,84,147,33.5,0,0,188,0,0,0,28077.0,1460000.0,K,24.0,Spain
Adnan Januzaj,328145,Sevilla,2833,spain,2526,320,12,2,6.7,0,0,0,0.25,0.89,8,8,26.67,57,15,68.18,75,38,113,87.6,0,0.0,0,0,0,0,20,0,0,5,0,3,12,0,0,4,20260428,1,24,0,0,8,0,0.0,0,8,8,0,0,0,,24,50.0,0,0,0,16,1,11,0,1,0.0,0,0,0,1,0.0,0,0,0,0,76,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,5,2,0,8,42.11,0,6,4,66.67,11,14,19,30,24,50.0,22,90,39,129,80.4,7,0,239,10,1,0,60192.0,3130000.0,F,30.0,Belgium
David Jiménez,1142689,Real Madrid,2829,spain,2526,77,2,1,6.7,0,0,0,0.11,0.02,0,0,0.0,11,0,0.0,21,13,34,97.14,0,0.0,0,0,0,0,3,0,1,0,0,1,1,0,0,1,20260428,0,1,0,0,0,0,0.0,0,0,0,0,0,0,,1,50.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,0.0,0,1,1,100.0,0,0,0,3,1,50.0,0,21,14,35,6.7,1,0,47,0,0,0,,,,,
