player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Fatih Öztürk,60390,Galatasaray,3061,turkey,2021,720,8,8,7.2,0,0,0,,,5,0,0.0,7,27,25.71,16,124,140,63.64,2,100.0,0,0,0,0,,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0.0,,5,1,4,0,0,,0,0.0,0,3,0,80,1,0,0,0,,0,0,0,0,0.0,0,0,0,0,82,0,3,0,0,2,13,8,21,1,7,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,16,0,0,2,100.0,105,77,143,220,57.6,0,0,290,0,2,0,10577.0,550000.0,K,33.0,Turkey
José Sosa,22981,Fenerbahçe,3052,turkey,2021,2112,34,23,7.18,4,3,7,,,138,42,37.5,424,120,62.5,881,513,1352,84.13,29,53.7,25,0,0,1,,4,1,6,3,29,34,0,0,4,38,97,1,0,30,0,12.9,,23,18,5,4,0,,95,56.89,0,0,0,255,40,41,0,1,,0,1,4,0,75.0,0,3,0,0,362,11,0,0,4,0,0,0,0,0,0,528.0,0.0,6,7,24,12,13,10,83.33,0,51,35,68.63,40,228,12,112,124,56.11,192,1162,557,1607,244.0,31,6,2027,35,3,0,36154.0,1880000.0,M,35.0,Argentina
Mame Biram Diouf,22481,Hatayspor,3091,turkey,2021,3196,38,38,7.16,19,5,24,,,8,1,10.0,164,4,30.77,280,151,430,63.61,149,53.02,132,0,0,0,,7,18,15,6,26,38,0,0,23,14,238,0,0,71,0,20.43,,45,41,4,19,0,,79,42.7,7,0,2,246,9,29,4,19,,1,0,5,0,100.0,0,5,0,1,370,18,0,0,8,0,0,0,0,0,0,168.21,0.0,3,85,8,42,36,16,57.14,0,28,18,64.29,29,17,28,10,228,48.93,13,504,182,676,272.1,93,5,1105,36,4,0,26731.0,1390000.0,F,32.0,Senegal
Younès Belhanda,72999,Galatasaray,3061,turkey,2021,1479,22,17,7.15,6,3,9,,,38,15,26.32,228,38,77.55,444,260,689,84.33,7,33.33,14,0,0,0,,8,0,9,3,6,22,0,0,24,17,86,0,0,16,0,19.35,,14,12,2,4,2,,63,46.67,0,0,0,128,10,29,1,1,,0,0,0,0,0.0,0,0,0,0,251,5,0,0,5,0,0,0,0,0,0,246.5,0.0,0,16,15,9,13,22,59.46,0,22,13,59.09,29,59,37,57,70,44.87,49,590,284,817,157.4,31,5,1110,19,4,0,80577.0,4190000.0,F,30.0,Morocco
Lucas Biglia,17799,Fatih Karagümrük,4954,turkey,2021,2898,35,34,7.15,3,2,5,,,107,14,21.21,429,126,65.28,991,1099,2076,88.19,36,55.38,29,0,0,0,,2,0,6,8,35,35,0,0,35,71,209,0,1,62,1,11.11,,38,37,1,2,1,,178,49.72,0,0,0,278,63,41,0,1,,0,1,2,0,100.0,0,2,0,0,426,14,0,0,3,0,0,0,0,0,0,966.0,11.11,9,4,23,14,7,21,58.33,0,89,62,69.66,40,180,36,66,214,50.59,193,1240,1180,2354,250.4,27,1,2934,69,7,0,38077.0,1980000.0,M,34.0,Argentina
Steven Caulker,73685,Alanyaspor,6362,turkey,2021,2879,32,32,7.15,3,2,5,,,80,0,0.0,187,78,49.06,678,1535,2213,89.85,130,68.42,60,0,0,0,,2,1,4,9,120,32,0,0,0,4,81,0,0,19,0,8.82,,37,32,5,3,0,,22,51.16,3,0,2,250,40,8,0,0,,1,0,0,0,0.0,0,0,0,1,267,3,0,0,0,0,0,0,0,0,0,959.67,0.0,0,33,1,17,13,0,0.0,0,15,9,60.0,8,133,1,5,152,65.24,159,830,1638,2463,228.8,34,6,2784,8,5,0,10577.0,550000.0,D,28.0,England
Aaron-Salem Boupendza,891419,Hatayspor,3091,turkey,2021,2497,36,25,7.14,22,1,23,,,33,7,18.42,213,31,63.27,328,106,427,71.76,45,52.33,41,0,0,0,,5,12,12,3,15,36,0,0,32,42,235,0,0,59,1,19.82,,41,38,3,19,3,,181,48.27,2,0,6,168,17,19,17,23,,0,1,2,0,100.0,0,2,0,1,444,26,0,0,3,0,0,0,0,0,0,113.5,11.11,9,66,45,45,54,93,57.06,0,42,19,45.24,18,57,163,38,226,49.02,49,502,131,595,257.1,111,6,1309,49,7,0,1538.0,80000.0,F,24.0,Gabon
Gedson Fernandes,862055,Galatasaray,3061,turkey,2021,1398,17,17,7.14,0,3,3,,,19,13,24.07,246,28,60.87,507,232,726,88.43,6,42.86,8,0,0,0,,5,0,10,3,16,17,0,0,21,28,101,0,0,22,0,0.0,,16,14,2,0,0,,117,55.71,0,0,0,95,20,22,0,0,,0,0,0,0,0.0,0,0,0,0,218,15,0,0,0,0,0,0,0,0,0,0.0,0.0,2,3,14,1,6,32,58.18,0,52,30,57.69,22,36,55,54,123,54.91,46,617,258,821,121.3,17,4,1187,34,2,0,11346.0,590000.0,M,22.0,Portugal
Welinton,76529,Beşiktaş JK,3050,turkey,2021,2993,35,34,7.13,1,2,3,,,78,6,46.15,290,142,48.8,939,1121,2054,84.91,118,68.6,54,0,0,0,,2,2,2,14,103,35,0,0,5,31,148,0,0,61,0,4.17,,33,26,7,1,0,,114,54.81,1,0,1,365,56,15,0,2,,0,0,0,3,0.0,0,0,0,0,392,2,0,0,0,0,0,0,0,0,0,2993.0,0.0,0,20,4,18,4,7,100.0,0,69,50,72.46,15,174,7,13,232,61.05,291,1191,1241,2419,249.7,24,7,2862,40,9,0,21731.0,1130000.0,D,31.0,Brazil
Caleb Ekuban,309156,Trabzonspor,3051,turkey,2021,2747,32,32,7.13,10,4,14,,,21,5,14.29,304,30,55.56,565,248,808,78.07,46,53.49,40,0,0,1,,10,8,12,6,17,32,0,0,62,20,198,0,0,40,0,14.08,,19,18,1,10,0,,175,52.55,0,0,2,227,22,46,2,3,,0,0,2,0,50.0,0,1,0,1,478,23,0,0,8,0,0,0,0,0,0,274.7,0.0,0,49,22,27,32,77,65.25,0,41,27,65.85,46,48,118,35,221,52.74,54,794,276,1035,228.0,71,4,1676,57,3,0,18462.0,960000.0,F,26.0,Ghana
Guilherme Haubert Sityá,224112,Konyaspor,3085,turkey,2021,3217,36,36,7.12,1,5,6,,,48,68,30.49,236,63,37.72,588,510,1030,78.51,41,59.42,28,0,0,0,,6,0,5,12,62,36,0,0,16,25,113,0,0,38,0,5.56,,38,35,3,1,0,,105,55.26,0,0,0,282,59,61,1,5,,0,0,0,1,0.0,0,0,0,0,581,6,0,0,0,0,0,0,0,0,0,3217.0,0.0,0,5,13,8,5,13,65.0,0,68,39,57.35,61,114,20,223,146,56.37,167,923,612,1312,256.3,18,2,2332,26,5,0,18462.0,960000.0,D,30.0,Brazil
Amir Hadžiahmetović,795421,Konyaspor,3085,turkey,2021,2682,34,29,7.12,4,0,4,,,131,5,27.78,357,156,65.0,878,730,1603,85.54,36,54.55,30,0,0,0,,7,2,13,8,24,34,0,0,30,52,152,0,1,31,0,7.14,,36,31,5,3,1,,148,54.81,1,0,0,271,41,34,1,1,,0,0,0,0,0.0,0,0,0,1,380,15,0,0,2,0,0,0,0,0,0,670.5,0.0,5,19,37,23,20,41,80.39,0,59,35,59.32,34,236,51,18,184,54.76,240,1098,794,1874,242.0,56,3,2336,49,4,0,5577.0,290000.0,M,23.0,Bosnia-Herzegovina
Ozan Tufan,251907,Fenerbahçe,3052,turkey,2021,2711,37,32,7.12,6,8,14,,,47,5,11.9,332,70,67.96,705,455,1155,84.06,27,46.55,31,0,0,0,,9,4,18,4,19,37,0,0,25,36,149,0,0,32,0,10.0,,31,25,6,5,1,,155,56.78,0,0,1,219,38,36,2,1,,0,0,1,0,100.0,0,1,0,1,381,15,0,0,4,0,0,0,0,0,0,451.83,0.0,0,25,35,21,21,36,59.02,0,53,37,69.81,36,79,61,42,182,54.98,103,910,506,1374,263.3,60,1,1932,68,4,0,24615.0,1280000.0,M,25.0,Turkey
Nazım Sangaré,169425,Fenerbahçe,3052,turkey,2021,1679,20,19,7.12,1,1,2,,,16,7,23.33,160,24,45.28,347,272,612,80.0,25,58.14,18,0,0,0,,1,0,2,5,34,20,0,0,10,14,76,0,0,19,0,12.5,,18,14,4,1,0,,103,63.98,0,0,1,153,46,18,0,0,,0,0,0,0,0.0,0,0,0,0,277,6,0,0,1,0,0,0,0,0,0,1679.0,0.0,0,6,2,5,1,15,50.0,0,52,29,55.77,18,38,30,30,128,62.75,53,479,316,765,142.3,8,1,1291,38,2,0,2115.0,110000.0,D,26.0,Turkey
Attila Szalai,823092,Fenerbahçe,3052,turkey,2021,1834,21,21,7.11,3,0,3,,,62,4,33.33,123,82,51.9,405,671,1072,86.31,52,62.65,31,0,0,0,,1,0,5,6,52,21,0,0,3,16,58,0,1,11,0,18.75,,17,12,5,3,0,,35,56.45,1,0,0,170,29,3,2,0,,0,0,0,0,0.0,0,0,0,0,194,3,0,0,0,0,0,0,0,0,0,611.33,0.0,0,14,2,7,4,3,75.0,0,23,15,65.22,3,134,4,12,87,60.0,158,529,725,1242,149.4,16,3,1468,11,1,0,19231.0,1000000.0,D,23.0,Hungary
Taylan Antalyalı,190197,Galatasaray,3061,turkey,2021,2692,34,30,7.11,1,2,3,,,83,2,25.0,403,129,67.54,986,846,1830,88.15,29,46.77,33,0,0,0,,3,0,5,11,27,33,0,0,27,31,130,1,0,42,0,5.0,,24,19,5,0,1,,117,54.67,0,0,0,246,62,29,0,0,,0,0,0,0,0.0,0,0,0,0,319,19,0,0,1,0,0,0,0,0,0,2692.0,0.0,0,3,17,8,7,21,87.5,0,52,30,57.69,29,154,24,8,146,52.9,191,1172,912,2076,234.7,20,2,2466,46,8,0,10385.0,540000.0,M,25.0,Turkey
Marcão,840951,Galatasaray,3061,turkey,2021,3329,37,37,7.11,0,0,0,,,83,1,20.0,250,146,62.93,884,1256,2139,90.1,76,57.58,56,0,0,0,,1,0,1,16,103,37,0,1,6,19,123,1,1,43,0,0.0,,28,22,6,0,0,,130,65.99,0,0,0,235,55,8,0,2,,0,0,0,3,0.0,0,0,0,0,278,2,0,1,0,0,0,0,0,0,0,0.0,0.0,0,10,1,7,3,8,72.73,0,56,39,69.64,8,148,11,5,206,62.61,232,1036,1343,2374,263.1,11,5,2834,70,10,0,31346.0,1630000.0,D,24.0,Brazil
Muhammet Demir,43543,Gaziantep FK,5138,turkey,2021,2038,31,24,7.1,15,5,20,,,17,0,0.0,172,16,72.73,315,83,398,73.3,87,45.31,105,0,0,0,,5,5,13,0,16,31,0,0,50,9,206,0,0,29,0,26.79,,29,25,4,14,1,,81,44.51,4,0,1,145,8,24,2,3,,0,0,1,0,100.0,0,1,0,1,303,14,0,0,9,0,0,0,0,0,0,135.87,0.0,2,45,11,19,24,33,62.26,0,15,6,40.0,24,31,53,3,168,44.92,22,444,102,543,220.2,56,3,930,33,5,0,13269.0,690000.0,F,28.0,Turkey
Kağan Moradaoğlu,975748,Trabzonspor,3051,turkey,2021,90,1,1,7.1,0,0,0,,,3,0,0.0,0,4,25.0,2,9,11,47.83,0,0.0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,,1,100.0,0,0,0,12,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0,0.0,0,3,1,0,1,100.0,16,11,12,23,7.1,0,0,26,0,0,0,,,,,
Faruk Can Genç,1014334,Trabzonspor,3051,turkey,2021,90,1,1,7.1,0,0,0,,,2,0,0.0,8,3,42.86,21,32,53,72.6,3,60.0,2,0,0,0,,0,0,0,1,4,1,0,0,0,2,6,0,0,2,0,0.0,,0,0,0,0,0,,5,55.56,0,0,0,20,1,0,0,0,,0,0,0,0,0.0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,4,2,50.0,0,4,0,1,8,57.14,7,36,38,73,7.1,0,0,97,1,1,0,481.0,25000.0,D,20.0,Turkey
Fredy,845281,Antalyaspor,3056,turkey,2021,2714,32,31,7.09,8,5,13,,,47,20,26.32,295,42,51.22,573,495,1048,81.3,13,30.95,29,0,0,0,,8,1,11,10,26,32,0,0,38,50,196,0,2,59,0,18.6,,34,30,4,6,2,,176,51.31,0,0,1,241,31,41,1,3,,0,0,4,0,100.0,0,4,0,0,450,15,0,0,7,0,0,0,0,0,0,339.25,0.0,1,16,27,12,20,42,60.0,0,79,45,56.96,41,97,70,76,189,49.09,82,813,552,1289,227.0,43,2,1920,57,10,0,5962.0,310000.0,F,30.0,Angola
Fernando Boldrin,849787,Çaykur Rizespor,3064,turkey,2021,1921,24,22,7.09,6,2,8,,,46,33,35.48,278,57,73.08,516,257,740,81.05,14,36.84,24,0,0,1,,7,3,12,1,4,24,0,0,45,18,122,0,1,22,2,12.0,,31,28,3,2,4,,110,52.88,0,0,1,173,5,45,5,4,,0,0,2,0,50.0,0,1,0,0,377,9,0,1,1,0,0,0,0,0,0,320.17,20.0,10,18,32,16,22,53,73.61,0,13,7,53.85,45,89,72,93,124,50.41,78,715,291,913,170.2,50,1,1370,44,5,1,6346.0,330000.0,F,31.0,Brazil
