player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Federico Valverde,831808,Real Madrid,2829,spain,2425,3032,36,34,7.47,6,4,10,2.66,3.16,98,2,7.69,555,142,71.36,1188,784,1970,91.12,27,62.79,16,0,0,0,174,7,1,14,11,51,36,0,0,1,14,52,1,0,12,1,10.53,3,31,30,1,1,5,,81,69.23,0,0,0,192,55,39,0,1,,0,0,0,0,0.0,0,0,0,0,273,19,0,0,6,0,0,0,0,0,0,505.33,20.0,5,11,46,21,22,16,61.54,0,50,30,60.0,39,129,26,26,108,67.5,199,1354,834,2162,269.0,57,7,2603,15,4,0,320577.0,16670000.0,M,26.0,Uruguay
Jude Bellingham,991011,Real Madrid,2829,spain,2425,2494,31,29,7.45,9,8,17,11.5,4.5,45,1,5.56,489,67,73.63,861,461,1321,87.54,30,48.39,32,0,1,0,97,4,12,15,4,21,31,0,1,43,14,148,0,1,33,0,14.52,0,33,30,3,9,0,,166,58.87,2,0,2,188,28,42,2,9,,0,0,2,0,50.0,0,1,0,1,342,12,0,1,5,0,0,0,0,0,0,277.11,0.0,0,45,17,24,23,41,59.42,0,61,33,54.1,42,81,69,18,196,56.98,91,1046,481,1509,231.1,62,8,2042,64,5,0,400577.0,20830000.0,F,21.0,England
Giovani Lo Celso,798835,Real Betis,2816,spain,2425,1455,25,15,7.41,8,3,11,4.77,5.2,36,24,25.26,321,45,69.23,539,217,732,84.82,5,31.25,11,0,0,1,76,7,2,3,1,2,25,0,0,31,7,86,0,1,13,1,23.53,0,20,18,2,5,3,,117,60.94,0,0,0,131,5,43,8,0,,0,0,3,0,66.67,0,2,0,0,304,11,0,0,0,0,0,0,0,0,0,181.88,25.0,4,16,18,12,19,21,43.75,0,34,22,64.71,43,64,48,95,122,58.65,65,712,246,863,185.3,34,3,1285,63,4,0,100000.0,5200000.0,M,28.0,Argentina
Antony,958380,Real Betis,2816,spain,2425,1364,17,15,7.41,5,2,7,2.87,2.9,19,11,27.5,312,16,53.33,475,130,594,84.02,5,26.32,14,0,0,0,73,8,2,13,2,6,17,0,0,20,14,96,0,1,15,0,11.63,0,20,18,2,5,0,,76,48.1,0,0,0,113,10,38,4,1,,0,1,0,0,0.0,0,0,0,1,257,13,0,0,1,0,0,0,0,0,0,272.8,0.0,1,23,20,13,17,24,42.11,0,25,11,44.0,37,31,57,40,81,45.76,30,591,156,707,126.0,43,2,1051,27,2,0,60192.0,3130000.0,F,24.0,Brazil
Rodrygo,910536,Real Madrid,2829,spain,2425,1937,30,22,7.4,6,5,11,4.0,4.19,11,22,27.16,477,12,57.14,770,152,900,90.91,7,30.43,16,0,0,0,71,5,1,16,1,7,30,0,0,15,16,100,0,0,8,0,11.11,0,17,16,1,5,1,,107,56.02,0,0,1,90,11,49,1,1,,0,0,0,0,0.0,0,0,0,1,268,9,0,0,5,0,0,0,0,0,0,322.83,0.0,3,39,15,18,20,49,51.58,0,21,14,66.67,49,17,95,81,114,53.27,21,907,164,990,222.1,54,7,1442,37,0,0,320577.0,16670000.0,F,24.0,Brazil
Joan García,930267,Espanyol,2814,spain,2425,3420,38,38,7.39,0,0,0,0.07,0.07,52,0,0.0,48,232,40.35,132,577,709,66.95,23,95.83,1,0,0,0,392,0,0,0,8,39,38,0,0,0,1,2,2,2,0,0,0.0,216,51,43,8,0,0,7.49,5,83.33,0,60,0,350,0,0,0,0,,0,0,0,0,0.0,6,0,2,0,360,0,21,0,0,20,88,54,145,2,21,0.0,0.0,0,1,0,0,1,0,0.0,19,0,0,0.0,0,92,0,0,28,93.33,575,434,625,1059,280.7,1,7,1533,7,2,0,13846.0,720000.0,K,23.0,Spain
Luka Modrić,15466,Real Madrid,2829,spain,2425,1830,35,17,7.38,2,6,8,1.55,6.27,125,30,26.79,609,118,75.64,1150,566,1686,91.33,6,31.58,13,0,0,0,105,17,1,8,3,13,35,0,0,13,18,74,0,0,23,0,9.09,0,21,19,2,1,1,,64,51.2,0,0,0,160,27,68,1,2,,0,2,0,0,0.0,0,0,0,0,294,15,0,0,1,0,0,0,0,0,0,915.0,0.0,1,4,18,8,6,14,60.87,0,31,20,64.52,66,176,23,112,70,48.61,156,1357,601,1846,258.2,22,8,2198,19,7,0,200385.0,10420000.0,M,39.0,Croatia
Vinicius Júnior,868812,Real Madrid,2829,spain,2425,2257,30,24,7.37,11,8,19,10.69,6.98,35,11,19.64,383,40,67.8,546,117,652,79.03,1,12.5,7,0,0,1,71,13,10,21,4,0,30,0,1,49,13,192,0,2,30,0,13.58,0,24,21,3,10,1,,173,48.32,0,0,3,173,3,59,2,10,,0,0,3,0,66.67,0,2,0,2,462,20,0,1,9,0,0,0,0,0,0,205.18,0.0,0,56,25,32,28,82,46.33,0,21,10,47.62,59,74,177,56,174,47.54,59,755,126,825,221.2,81,6,1452,70,8,0,480769.0,25000000.0,F,24.0,Brazil
Dani Olmo,789071,Barcelona,2817,spain,2425,1222,25,13,7.27,10,3,13,6.51,3.7,18,5,23.81,213,21,72.41,374,146,515,83.33,9,50.0,9,0,0,0,46,7,5,8,0,11,25,0,0,26,10,82,0,1,21,0,23.81,0,10,10,0,9,1,,66,47.48,0,0,3,103,3,27,4,1,,0,1,2,0,100.0,0,2,0,3,204,5,0,0,6,0,0,0,0,0,0,122.2,0.0,1,27,15,17,17,23,57.5,0,16,11,68.75,26,34,40,21,75,47.77,29,475,164,618,181.8,42,3,880,27,1,0,240385.0,12500000.0,F,26.0,Spain
Robert Lewandowski,41789,Barcelona,2817,spain,2425,2681,34,32,7.27,27,2,29,27.11,1.49,14,0,0.0,175,11,52.38,275,108,383,74.66,37,48.05,40,0,1,0,45,3,23,25,4,26,34,0,0,45,6,131,0,0,30,0,23.48,0,27,26,1,26,1,,69,43.13,4,0,6,130,3,19,7,17,,0,0,4,0,75.0,0,3,0,0,275,14,0,0,16,0,0,0,0,0,0,99.3,0.0,5,95,20,42,48,20,60.61,0,10,5,50.0,19,34,33,5,106,44.73,21,394,124,513,247.2,115,5,946,39,1,0,640962.0,33330000.0,F,36.0,Poland
Daniel Carvajal,138572,Real Madrid,2829,spain,2425,609,8,7,7.26,1,0,1,1.31,0.26,14,1,7.14,100,12,70.59,203,152,354,88.06,7,58.33,5,0,0,0,21,0,0,1,3,14,8,0,0,6,3,20,0,1,3,0,33.33,0,3,3,0,1,0,,20,57.14,0,0,0,48,10,5,0,0,,0,0,0,0,0.0,0,0,0,0,81,1,0,0,1,0,0,0,0,0,0,609.0,0.0,0,3,0,1,1,2,40.0,0,12,8,66.67,5,22,5,14,27,57.45,17,251,165,402,58.1,3,0,548,6,2,0,200385.0,10420000.0,D,33.0,Spain
Cucho Hernández,887055,Real Betis,2816,spain,2425,1149,15,14,7.26,5,1,6,3.79,0.67,16,1,8.33,104,19,82.61,162,60,221,74.66,29,45.31,35,0,0,0,28,2,4,15,0,4,15,0,0,14,5,72,0,0,10,0,11.63,0,15,14,1,4,1,,41,52.56,2,0,2,75,7,14,0,5,,0,0,0,0,0.0,0,0,0,1,156,8,0,0,3,0,0,0,0,0,0,229.8,0.0,0,34,9,17,11,17,65.38,0,15,10,66.67,14,24,26,12,70,49.3,23,233,75,296,108.9,43,1,515,9,0,0,80000.0,4160000.0,F,25.0,Colombia
Iago Aspas,19356,Celta Vigo,2821,spain,2425,1747,30,19,7.25,10,5,15,8.71,3.93,51,4,26.67,280,51,68.0,474,178,648,76.69,8,50.0,8,0,0,1,55,7,4,8,1,3,30,0,0,20,12,64,0,0,16,0,19.23,0,27,25,2,9,1,,61,52.14,0,0,1,197,8,38,9,5,,0,0,6,0,83.33,0,5,0,1,280,11,0,1,1,0,0,0,0,0,0,174.7,0.0,3,32,20,20,24,15,65.22,0,13,8,61.54,38,86,23,15,69,51.88,75,646,214,845,217.5,52,4,1111,34,4,1,56154.0,2920000.0,F,37.0,Spain
Sergio Herrera,294377,Osasuna,2820,spain,2425,3330,37,37,7.24,0,0,0,,0.08,59,0,0.0,47,313,46.17,238,495,733,66.52,5,83.33,1,0,0,0,334,0,0,0,8,39,37,2,0,0,4,6,1,0,1,0,0.0,276,52,44,8,0,0,5.68,8,61.54,0,30,0,369,0,0,0,0,,0,0,0,1,0.0,7,0,0,0,376,0,10,0,0,49,86,45,132,1,25,0.0,0.0,0,0,0,0,0,1,100.0,47,2,1,50.0,0,89,1,0,13,68.42,678,546,556,1102,268.0,0,4,1469,4,5,0,18269.0,950000.0,K,31.0,Spain
Arda Güler,1091116,Real Madrid,2829,spain,2425,1273,28,14,7.24,3,4,7,3.23,4.44,34,17,29.82,312,42,77.78,530,220,733,89.94,8,42.11,11,0,0,0,56,11,5,14,1,8,28,0,0,9,13,67,0,0,15,0,7.69,0,17,16,1,2,1,,80,58.82,0,0,0,82,7,40,2,4,,0,0,0,0,0.0,0,0,0,1,179,10,0,0,1,0,0,0,0,0,0,424.33,0.0,2,23,16,8,17,20,50.0,0,30,16,53.33,40,49,40,57,88,56.77,54,639,233,815,202.7,39,4,1120,31,1,0,100000.0,5200000.0,F,19.0,Turkey
Julián Alvarez,944656,Atlético Madrid,2836,spain,2425,2518,37,30,7.24,17,4,21,14.22,5.31,39,13,18.84,317,35,66.04,516,195,698,78.52,13,28.89,32,0,0,0,75,9,7,12,4,10,37,0,0,40,22,146,0,1,26,1,22.97,0,17,15,2,16,1,,68,37.36,1,0,4,191,2,42,4,9,,0,1,4,0,100.0,0,4,0,0,382,15,0,0,12,0,0,0,0,0,0,148.12,20.0,5,49,25,21,41,34,54.84,0,25,17,68.0,41,59,62,69,81,35.68,53,717,241,889,267.7,74,3,1328,9,5,0,200385.0,10420000.0,F,25.0,Argentina
Iñigo Martínez,173883,Barcelona,2817,spain,2425,2493,28,28,7.23,0,4,4,0.49,1.85,100,1,12.5,362,136,61.82,1031,1179,2209,91.39,60,64.52,33,0,0,0,126,4,0,6,7,103,28,0,0,3,6,58,0,1,18,0,0.0,15,31,30,1,0,0,,54,68.35,0,0,0,208,18,16,0,0,,0,0,0,0,0.0,0,0,0,1,232,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11,2,5,2,3,100.0,0,25,14,56.0,16,156,3,8,114,66.28,220,1178,1247,2417,202.5,13,4,2709,28,5,0,174231.0,9060000.0,D,33.0,Spain
Dani Raba,873947,Leganés,2845,spain,2425,1896,29,24,7.23,8,6,14,7.55,4.6,27,30,33.33,164,21,37.5,300,130,400,73.8,5,23.81,16,0,0,1,90,12,1,13,0,17,29,0,0,40,25,156,0,1,40,0,18.18,0,27,22,5,8,0,,139,49.82,1,0,0,142,14,47,6,9,,0,0,5,0,80.0,0,4,0,1,349,17,0,0,1,0,0,0,0,0,0,237.0,0.0,4,19,25,14,17,46,54.76,0,37,23,62.16,47,70,84,90,144,48.0,56,476,156,542,209.6,44,2,1066,56,6,0,8462.0,440000.0,F,29.0,Spain
Éder Militão,822519,Real Madrid,2829,spain,2425,940,12,11,7.21,1,1,2,0.64,0.16,25,0,0.0,72,48,57.14,237,397,634,89.8,21,63.64,12,0,0,0,44,1,1,3,3,34,12,0,0,3,5,41,0,0,18,0,10.0,13,9,8,1,1,0,,32,52.46,0,0,0,72,12,6,0,0,,0,0,0,0,0.0,0,0,0,0,88,0,0,0,1,0,0,0,0,0,0,940.0,0.0,0,8,2,4,3,5,62.5,0,19,17,89.47,6,56,8,2,53,56.38,84,288,420,706,86.5,10,4,840,8,2,0,280385.0,14580000.0,D,27.0,Brazil
Jon Magunazelaia,1134396,Real Sociedad,2824,spain,2425,10,2,0,7.2,0,0,0,,0.12,0,0,0.0,1,0,0.0,5,2,7,53.85,3,100.0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,,2,66.67,0,0,0,6,0,1,0,0,,0,1,0,0,0.0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,0,0,0,5,83.33,1,6,7,13,7.2,0,0,17,1,0,0,3846.0,200000.0,F,23.0,Spain
Ayoze Pérez,345195,Villarreal,2819,spain,2425,1977,30,22,7.19,19,2,21,12.8,1.9,8,6,40.0,140,10,58.82,208,105,307,77.92,13,28.26,33,0,0,0,56,5,13,18,1,10,30,0,0,34,18,140,0,0,22,0,25.33,0,25,19,6,18,1,,100,48.31,4,0,0,87,8,32,4,6,,0,0,0,0,0.0,0,0,0,0,235,10,0,0,11,0,0,0,0,0,0,104.05,0.0,0,61,14,26,31,34,48.57,0,27,14,51.85,32,18,70,15,113,44.66,17,293,116,394,215.8,75,4,814,39,4,0,60000.0,3120000.0,F,31.0,Spain
Juan Foyth,873189,Villarreal,2819,spain,2425,1526,19,17,7.19,1,0,1,2.39,0.91,45,2,50.0,99,64,54.7,254,556,808,87.54,41,59.42,28,0,0,0,61,0,3,3,5,112,19,0,0,2,5,55,1,2,16,0,5.88,17,14,10,4,1,0,,34,55.74,0,0,1,115,19,7,1,0,,0,0,0,0,0.0,0,0,0,0,143,3,0,0,0,0,0,0,0,0,0,1526.0,0.0,0,13,4,9,5,4,50.0,0,25,15,60.0,7,78,8,4,75,57.69,117,328,599,923,136.6,17,2,1217,5,4,0,38462.0,2000000.0,D,27.0,Argentina
Luiz Júnior,1066603,Villarreal,2819,spain,2425,1457,17,16,7.19,0,0,0,,0.01,12,0,0.0,9,77,37.38,50,213,263,66.58,7,87.5,1,0,0,0,147,0,0,0,5,34,17,0,0,0,0,1,1,0,0,0,0.0,99,18,14,4,0,0,-0.16,5,100.0,0,15,0,132,0,0,0,0,,0,0,0,0,0.0,4,0,0,0,133,0,20,0,0,9,23,25,51,0,13,0.0,0.0,0,0,0,0,0,0,0.0,9,0,0,0.0,0,18,0,0,12,92.31,206,150,245,395,122.2,0,0,607,6,2,0,40000.0,2080000.0,K,24.0,Brazil
Pablo Torre,1082981,Barcelona,2817,spain,2425,315,10,4,7.18,3,1,4,0.37,1.28,6,4,30.77,66,3,60.0,126,54,176,85.44,1,14.29,6,0,0,0,15,1,0,0,0,4,9,0,0,6,2,21,0,1,4,1,50.0,0,4,4,0,1,2,,15,50.0,0,0,0,30,3,8,1,1,,0,0,0,0,0.0,0,0,0,0,54,0,0,0,2,0,0,0,0,0,0,105.0,100.0,1,1,5,2,4,2,40.0,0,5,4,80.0,8,9,5,13,16,43.24,5,160,59,206,64.6,6,1,274,8,0,0,4038.0,210000.0,F,21.0,Spain
Antoine Griezmann,85859,Atlético Madrid,2836,spain,2425,2482,38,29,7.18,8,7,15,7.51,6.53,79,31,22.46,408,62,78.48,717,365,1051,80.41,21,47.73,23,1,0,0,93,13,9,14,2,22,38,0,0,20,22,93,0,1,11,1,16.0,0,21,19,2,6,2,,71,50.35,0,0,3,256,6,50,7,14,,0,2,2,0,50.0,0,1,0,0,451,18,0,0,1,0,0,0,0,0,0,310.25,20.0,5,31,19,18,18,15,45.45,0,30,17,56.67,48,136,33,138,92,49.73,79,1020,425,1307,272.7,50,4,1760,26,2,0,240385.0,12500000.0,F,34.0,France
Jules Koundé,827212,Barcelona,2817,spain,2425,2606,32,29,7.17,2,3,5,1.81,3.79,34,11,17.46,480,53,51.96,939,673,1601,88.65,30,54.55,25,0,0,0,107,6,3,4,8,58,32,0,0,13,22,107,1,1,22,0,11.11,0,30,28,2,2,0,,104,55.91,0,0,0,205,20,32,1,7,,0,0,0,0,0.0,0,0,0,0,367,14,0,0,1,0,0,0,0,0,0,1303.0,0.0,0,14,4,8,6,22,44.9,0,63,43,68.25,32,73,49,63,134,55.6,102,1127,742,1806,229.4,18,3,2529,19,4,0,260577.0,13550000.0,D,26.0,France
Marcos Llorente,353138,Atlético Madrid,2836,spain,2425,2513,33,28,7.17,2,4,6,0.77,3.12,26,17,27.42,301,30,47.62,581,598,1162,87.9,15,50.0,15,0,0,0,131,8,0,6,10,49,33,0,1,9,19,79,0,1,23,0,12.5,0,25,21,4,1,1,,108,62.79,0,0,1,160,27,28,0,4,,0,0,0,0,0.0,0,0,0,1,277,9,0,1,2,0,0,0,0,0,0,1256.5,0.0,0,9,7,5,5,14,51.85,0,69,52,75.36,28,53,27,62,123,60.89,63,733,651,1322,236.5,16,2,1879,25,0,0,160192.0,8330000.0,M,30.0,Spain
Yan Diomande,2087085,Leganés,2845,spain,2425,551,10,6,7.16,2,1,3,1.72,0.89,1,2,16.67,66,2,66.67,104,53,155,87.08,3,20.0,12,0,0,0,41,0,0,4,1,4,10,0,0,16,10,58,0,0,8,0,18.18,0,7,6,1,2,0,,53,53.54,0,0,0,23,8,14,1,2,,0,0,0,0,0.0,0,0,0,0,92,6,0,0,1,0,0,0,0,0,0,275.5,0.0,0,7,4,4,3,23,62.16,0,14,9,64.29,14,3,37,12,56,49.12,3,135,55,178,71.6,11,2,358,16,1,0,,,,,
Daniel Vivian,910978,Athletic Club,2825,spain,2425,2613,32,28,7.16,4,0,4,1.92,0.72,64,3,37.5,193,123,51.9,604,920,1521,87.41,45,58.44,32,0,0,0,164,1,3,2,12,147,32,0,0,13,11,86,0,2,27,0,22.22,5,22,17,5,4,0,,69,56.1,0,0,1,219,47,10,0,1,,0,0,0,1,0.0,0,0,0,0,266,4,0,0,4,0,0,0,0,0,0,653.25,0.0,0,15,3,11,5,10,62.5,0,40,26,65.0,10,118,16,8,114,57.0,237,752,996,1740,229.1,18,6,2150,21,3,0,70000.0,3640000.0,D,25.0,Spain
Eduardo Camavinga,973887,Real Madrid,2829,spain,2425,1096,19,11,7.16,1,2,3,0.44,0.71,24,0,0.0,175,28,65.12,359,318,677,88.96,22,55.0,18,0,0,0,90,1,0,4,4,19,19,0,0,11,14,73,0,0,21,0,12.5,0,10,9,1,0,1,,86,60.99,0,0,0,84,18,11,1,1,,0,0,0,1,0.0,0,0,0,0,124,5,0,0,0,0,0,0,0,0,0,1096.0,0.0,0,6,2,2,2,15,60.0,0,42,26,61.9,11,47,25,2,108,59.67,43,416,347,761,136.0,8,1,1016,31,2,0,240385.0,12500000.0,M,22.0,France
