player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,download_date,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,gross_weekly_eur,gross_annual_eur,position,age,nationality
Sascha Britschgi,1963449,Parma,2690,italy,2526,2015,27,21,6.58,0,2,2,0.42,1.28,15,11,22.92,116,15,36.59,210,240,450,76.14,11,40.74,16,0,0,0,74,3,0,4,7,37,27,0,0,18,20260428,32,89,0,1,15,0,0.0,0,27,22,5,0,0,,64,46.72,0,0,1,141,8,18,0,0,5,0,1,0,1,0.0,0,0,0,0,259,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,9,6,3,9,50.0,0,33,19,57.58,17,32,18,48,75,45.73,41,298,293,591,177.7,13,0,1004,22,4,0,2500.0,130000.0,D,19.0,Switzerland
Gabriele Piccinini,970778,Pisa,2737,italy,2526,776,21,5,6.58,0,0,0,1.41,0.85,3,2,10.53,43,6,66.67,80,78,158,77.83,14,46.67,16,0,0,0,30,2,4,5,0,10,21,0,0,10,20260428,6,48,0,0,9,0,0.0,0,18,16,2,0,0,,34,51.52,0,0,0,45,1,7,0,0,0,0,0,0,0,0.0,0,0,0,0,94,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,15,1,5,6,4,33.33,0,19,10,52.63,7,6,12,19,48,50.0,9,116,87,203,138.2,16,0,345,12,2,0,3269.0,170000.0,M,24.0,Italy
Gabriele Zappa,927304,Cagliari,2719,italy,2526,1392,27,16,6.58,0,3,3,0.53,1.37,23,11,34.38,127,25,37.88,275,380,655,84.73,11,55.0,9,0,0,0,44,3,0,2,1,42,24,0,0,2,20260428,16,46,0,0,12,0,0.0,0,24,19,5,0,0,,37,50.0,0,0,1,118,15,9,0,0,1,0,0,0,0,0.0,0,0,0,0,180,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,2,7,0,5,38.46,0,27,16,59.26,9,54,13,32,48,51.06,66,356,417,773,157.9,9,0,1074,5,2,0,21346.0,1110000.0,D,26.0,Italy
Arturo Calabresi,284367,Pisa,2737,italy,2526,1316,23,15,6.58,0,0,0,0.2,0.23,8,3,17.65,56,27,45.76,126,233,359,81.96,18,47.37,20,0,0,0,47,0,0,2,1,61,23,0,0,5,20260428,19,76,0,0,27,0,0.0,0,24,23,1,0,0,,34,37.78,0,0,0,79,18,4,0,1,13,0,0,0,0,0.0,0,0,0,1,153,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,1,1,2,25.0,0,15,7,46.67,4,28,8,17,52,40.63,59,187,251,438,151.3,4,0,770,21,6,0,8462.0,440000.0,D,29.0,Italy
Lorran,1459764,Pisa,2737,italy,2526,113,9,0,6.58,1,0,1,1.02,0.08,2,1,25.0,19,3,37.5,29,18,47,78.33,0,0.0,3,0,0,0,7,0,0,1,0,1,9,0,0,2,20260428,1,12,0,0,0,0,33.33,0,8,8,0,1,0,,14,60.87,0,0,0,13,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,113.0,0.0,0,3,0,1,1,6,50.0,0,5,4,80.0,1,7,12,4,14,53.85,8,40,20,60,59.2,3,0,108,3,0,0,11731.0,610000.0,F,19.0,Brazil
Semih Kılıçsoy,1142606,Cagliari,2719,italy,2526,984,22,11,6.58,4,0,4,1.86,0.2,15,1,100.0,50,13,92.86,113,72,185,77.08,6,15.38,33,0,0,0,29,0,0,6,0,0,21,0,0,29,20260428,0,86,0,0,14,0,23.53,0,15,13,2,3,1,,34,39.08,1,0,0,55,1,11,1,2,1,0,0,0,0,0.0,0,0,0,0,137,7,0,0,2,0,0,0,0,0,0,246.0,0.0,0,10,7,3,8,14,56.0,0,5,4,80.0,11,22,25,1,40,31.75,14,155,85,240,138.1,17,0,412,15,1,0,10769.0,560000.0,F,20.0,Turkey
Romelu Lukaku,78893,Napoli,2714,italy,2526,50,5,0,6.58,1,0,1,0.26,0.27,1,0,0.0,7,0,0.0,8,3,11,68.75,0,0.0,2,0,0,0,1,0,1,0,0,1,4,0,0,2,20260428,0,6,0,0,2,0,50.0,0,2,1,1,1,0,,0,0.0,0,0,0,5,0,2,1,0,1,0,0,0,0,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,50.0,0.0,0,2,0,1,1,0,0.0,0,0,0,0.0,2,1,0,0,0,0.0,0,13,3,16,26.3,2,0,29,0,1,0,147885.0,7690000.0,F,32.0,Belgium
Cheikh Niasse,972523,Hellas Verona,2701,italy,2526,983,20,11,6.58,0,1,1,0.17,0.77,6,6,50.0,62,7,33.33,164,129,293,81.16,21,38.18,34,0,0,0,41,0,0,1,0,18,20,0,0,5,20260428,10,67,0,0,20,0,0.0,0,22,20,2,0,0,,40,54.79,0,0,0,68,14,11,0,2,5,0,0,0,1,0.0,0,0,0,0,99,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,4,4,1,4,66.67,0,21,14,66.67,11,17,6,12,61,47.66,21,218,143,361,131.5,6,0,536,15,1,0,17885.0,930000.0,M,26.0,Senegal
Nicolae Stanciu,108673,Genoa,2713,italy,2526,191,4,2,6.58,0,0,0,1.22,0.21,4,1,11.11,22,5,71.43,27,32,59,74.68,1,50.0,1,1,0,0,8,0,1,2,0,2,4,0,0,2,20260428,0,5,0,0,1,0,0.0,0,1,1,0,0,0,,7,63.64,0,0,0,20,3,2,0,0,0,0,0,1,0,0.0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,2,3,0,1,50.0,0,4,2,50.0,2,9,2,9,8,61.54,7,42,37,79,26.3,5,0,120,2,0,0,,,,,
Lorenzo Montipo,253391,Hellas Verona,2701,italy,2526,2790,31,31,6.57,0,1,1,,0.07,24,0,0.0,45,198,31.53,153,227,380,46.68,5,100.0,0,0,0,0,225,2,0,0,5,25,31,3,0,0,20260428,0,0,2,0,0,0,0.0,223,49,41,8,0,0,-12.15,6,100.0,0,23,0,434,0,3,0,0,0,0,0,0,0,0.0,4,0,2,0,437,0,15,0,0,13,37,32,72,0,21,0.0,0.0,0,0,0,0,0,1,100.0,13,0,0,0.0,3,51,1,0,11,100.0,628,536,278,814,203.8,0,2,1047,6,0,0,17885.0,930000.0,K,29.0,Italy
Unai Núñez,892521,Hellas Verona,2701,italy,2526,1265,17,15,6.57,0,0,0,0.45,0.36,27,3,27.27,84,42,43.3,200,231,431,78.08,28,45.9,33,0,0,0,54,0,0,3,2,62,17,0,0,2,20260428,7,70,0,0,27,0,0.0,0,26,22,4,0,0,,42,53.16,0,0,0,121,23,5,0,0,13,1,0,0,0,0.0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,2,3,1,9,75.0,0,24,16,66.67,5,64,12,11,70,50.0,97,290,262,552,111.7,7,0,804,10,5,0,14615.0,760000.0,D,28.0,Spain
Lorenzo Colombo,930191,Genoa,2713,italy,2526,2064,34,26,6.57,7,1,8,8.19,0.82,4,0,0.0,110,5,35.71,194,98,292,69.52,56,33.73,110,0,0,1,49,1,11,13,0,20,34,0,0,43,20260428,10,220,0,0,37,0,11.48,0,29,26,3,6,1,,78,41.49,0,0,1,128,1,14,6,1,2,0,0,2,1,50.0,0,1,0,1,287,12,0,0,1,0,0,0,0,0,0,294.86,0.0,0,48,13,22,26,17,38.64,0,17,12,70.59,14,14,44,14,134,37.85,14,293,127,420,223.3,61,0,832,48,2,0,17885.0,930000.0,F,23.0,Italy
Rafael Obrador,1142692,Torino,2696,italy,2526,819,12,10,6.57,0,2,2,0.13,0.66,7,12,31.58,42,10,33.33,91,120,211,80.84,2,14.29,12,0,0,0,21,1,0,2,1,19,12,0,0,3,20260428,8,42,0,0,4,0,0.0,1,12,8,4,0,0,,26,46.43,0,0,0,50,10,10,0,1,1,0,0,0,0,0.0,0,0,0,0,114,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,3,2,1,4,21.05,0,18,5,27.78,10,16,19,38,28,40.0,30,117,144,261,78.8,5,0,487,4,0,0,5385.0,280000.0,D,21.0,Spain
Federico Ceccherini,139410,Cremonese,2761,italy,2526,489,9,6,6.57,0,1,1,0.2,0.31,8,0,0.0,23,9,28.13,56,125,181,80.09,16,59.26,11,0,0,0,15,1,0,0,0,25,9,0,1,1,20260428,0,21,0,0,10,0,0.0,2,13,11,2,0,0,,16,61.54,0,0,0,45,7,2,0,0,5,0,0,0,0,0.0,0,0,0,0,63,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,3,2,3,2,1,100.0,0,7,2,28.57,2,24,1,3,32,60.38,32,83,143,226,59.1,5,0,339,9,1,0,19615.0,1020000.0,D,33.0,Italy
Fali Candé,892430,Sassuolo,2793,italy,2526,512,12,5,6.57,0,0,0,0.22,0.03,6,0,0.0,17,6,25.0,53,93,146,76.44,11,39.29,17,0,0,0,26,0,0,0,0,28,12,0,0,1,20260428,4,30,0,1,9,0,0.0,3,6,6,0,0,0,,15,53.57,0,0,0,45,2,1,0,0,3,0,0,0,1,0.0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,2,3,0,0,0.0,0,9,9,100.0,1,18,0,4,26,46.43,24,84,107,191,78.8,3,0,298,6,2,0,12500.0,650000.0,D,28.0,Guinea-Bissau
Mateus Lusuardi,1525361,Pisa,2737,italy,2526,199,3,3,6.57,0,0,0,0.07,0.01,1,0,0.0,4,4,44.44,17,48,65,82.28,8,80.0,2,0,0,0,7,0,0,3,0,12,3,0,0,0,20260428,3,10,0,0,4,0,0.0,6,5,4,1,0,0,,3,27.27,0,0,0,14,0,1,0,0,5,0,0,0,0,0.0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,0,1,0,1,50.0,0,2,2,100.0,1,4,2,1,11,52.38,9,28,51,79,19.7,4,0,107,0,1,0,,,,,
Ioan Vermesan,1152477,Hellas Verona,2701,italy,2526,64,3,0,6.57,0,0,0,0.05,0.02,0,0,0.0,6,0,0.0,8,5,13,72.22,3,75.0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,20260428,0,2,0,0,0,0,0.0,0,0,0,0,0,0,,1,50.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,0,0.0,0,0,0,0.0,0,0,1,0,4,66.67,1,11,7,18,19.7,2,0,27,1,0,0,,,,,
Alessandro Marcandalli,1068885,Genoa,2713,italy,2526,2261,28,25,6.56,0,2,2,0.14,0.51,27,4,44.44,99,42,43.3,319,551,870,83.41,42,58.33,30,0,0,0,74,1,0,0,6,94,28,0,0,8,20260428,2,63,2,2,21,0,0.0,0,33,31,2,0,0,,37,52.86,0,0,0,173,19,8,0,0,9,0,0,0,0,0.0,0,0,0,0,237,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,1,2,4,57.14,0,23,17,73.91,8,65,7,9,79,55.63,97,437,606,1043,183.8,3,0,1328,10,4,0,12500.0,650000.0,D,23.0,Italy
Martín Payero,895592,Cremonese,2761,italy,2526,1429,24,16,6.56,1,0,1,1.77,0.95,9,7,22.58,92,12,33.33,210,130,340,75.56,19,37.25,32,0,0,0,68,1,1,5,1,18,24,0,0,21,20260428,9,118,0,0,36,0,4.55,0,16,12,4,0,1,,71,45.22,0,0,1,110,9,10,0,2,3,0,0,0,0,0.0,0,0,0,0,230,6,0,0,1,0,0,0,0,0,0,1429.0,0.0,0,8,14,9,8,22,45.83,0,18,8,44.44,10,31,48,31,90,43.27,36,300,150,450,157.5,22,0,772,33,8,0,29615.0,1540000.0,M,27.0,Argentina
Alieu Njie,1493157,Torino,2696,italy,2526,193,11,1,6.56,1,1,2,0.21,0.05,1,0,0.0,9,0,0.0,14,6,20,64.52,3,37.5,5,0,0,0,8,0,1,0,0,1,10,0,0,2,20260428,1,21,1,0,7,0,33.33,0,4,4,0,0,1,,7,30.43,0,0,0,11,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,28,3,0,0,1,0,0,0,0,0,0,193.0,0.0,0,1,2,1,2,3,33.33,0,2,0,0.0,2,3,9,2,10,32.26,2,23,8,31,65.6,3,0,70,2,2,0,10769.0,560000.0,F,20.0,Sweden
Þórir Jóhann Helgason,886628,Lecce,2689,italy,2526,125,7,1,6.56,0,0,0,0.12,0.14,0,3,75.0,13,0,0.0,20,7,27,72.97,1,33.33,2,0,0,0,4,0,0,1,0,0,7,0,0,1,20260428,0,4,0,0,0,0,0.0,0,3,3,0,0,0,,5,71.43,0,0,0,10,2,3,0,0,2,0,0,0,0,0.0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,2,0,1,4,80.0,0,1,0,0.0,3,2,5,4,6,60.0,2,30,7,37,45.9,2,0,62,0,0,0,1154.0,60000.0,M,25.0,Iceland
Oier Zarraga,1009661,Udinese,2695,italy,2526,466,22,2,6.56,0,0,0,0.28,0.24,5,2,16.67,37,4,40.0,78,55,133,89.86,8,57.14,6,0,0,0,25,1,1,2,0,13,20,0,0,3,20260428,14,33,0,0,8,0,0.0,0,10,9,1,0,0,,9,25.0,0,0,1,15,6,2,0,0,3,0,0,0,0,0.0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,1,1,1,33.33,0,4,4,100.0,2,8,3,12,17,34.0,10,89,59,148,131.1,4,0,229,4,2,0,8654.0,450000.0,M,27.0,Spain
Aster Vranckx,989371,Sassuolo,2793,italy,2526,692,16,9,6.55,0,0,0,0.15,0.16,3,1,20.0,37,7,58.33,86,121,207,84.49,8,61.54,5,0,0,0,26,0,0,1,0,15,15,0,0,8,20260428,11,48,0,0,16,0,0.0,0,9,9,0,0,0,,36,45.57,0,0,0,38,0,2,0,1,0,0,0,0,0,0.0,0,0,0,0,82,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,2,1,1,3,23.08,0,16,9,56.25,2,9,13,5,44,47.83,12,110,135,245,98.3,3,0,367,17,2,0,71154.0,3700000.0,M,23.0,Belgium
Edoardo Iannoni,1013239,Sassuolo,2793,italy,2526,269,15,1,6.55,1,0,1,0.43,0.12,3,0,0.0,28,0,0.0,48,43,91,81.98,7,77.78,2,0,0,0,14,0,0,0,0,6,14,0,0,3,20260428,4,24,0,1,11,0,33.33,0,6,6,0,1,0,,6,21.43,1,0,0,20,3,0,0,1,0,0,0,0,0,0.0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,269.0,0.0,0,2,1,2,1,0,0.0,0,6,3,50.0,0,6,5,2,13,35.14,5,63,48,111,91.7,3,0,163,0,3,0,15962.0,830000.0,M,24.0,Italy
Isaac,1471239,Hellas Verona,2701,italy,2526,27,2,0,6.55,0,0,0,,0.01,0,0,0.0,6,0,0.0,13,4,17,89.47,1,100.0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,20260428,0,2,0,0,1,0,0.0,0,0,0,0,0,0,,3,60.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0,0.0,0,0,1,1,4,66.67,0,15,4,19,13.1,0,0,25,2,0,0,5385.0,280000.0,F,21.0,Brazil
Antonio Arena,1923599,Roma,2702,italy,2526,25,2,0,6.55,0,0,0,0.21,0.02,0,0,0.0,1,0,0.0,2,1,3,75.0,0,0.0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,20260428,1,3,0,0,0,0,0.0,0,0,0,0,0,0,,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,2,4,13.1,2,0,9,0,0,0,,,,,
Ali Dembélé,1397347,Torino,2696,italy,2526,24,2,0,6.55,0,0,0,0.06,0.0,0,0,0.0,1,1,100.0,3,2,5,83.33,1,100.0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,20260428,0,1,0,0,0,0,0.0,0,1,1,0,0,0,,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0,0,0,0.0,0,0,1,0,1,50.0,1,4,2,6,13.1,1,0,15,0,0,0,5385.0,280000.0,D,21.0,France
Benjamin Cremaschi,1459459,Parma,2690,italy,2526,144,8,2,6.55,0,0,0,0.02,0.03,1,1,16.67,16,1,16.67,29,8,37,72.55,3,75.0,1,0,0,0,7,0,0,0,1,5,6,0,0,3,20260428,2,10,0,0,2,0,0.0,0,3,3,0,0,0,,4,30.77,0,0,0,14,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,2,50.0,0,2,2,100.0,1,1,4,6,7,41.18,6,37,14,51,39.3,1,0,84,0,0,0,2500.0,130000.0,M,20.0,United States
Amir Richardson,1121333,Fiorentina,2693,italy,2526,40,2,0,6.55,0,0,0,0.02,0.01,3,0,0.0,6,1,100.0,14,6,20,68.97,1,50.0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,20260428,0,6,0,0,1,0,0.0,0,1,1,0,0,0,,5,50.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,1,25.0,0,1,1,100.0,0,3,4,1,6,50.0,1,22,7,29,13.1,1,0,48,3,0,0,21346.0,1110000.0,M,23.0,Morocco
Alessio Zerbin,869888,Cremonese,2761,italy,2526,1518,29,15,6.54,0,2,2,1.54,1.92,23,10,18.87,99,16,28.57,190,98,288,70.76,9,23.68,29,0,0,0,57,4,2,6,0,23,29,0,0,13,20260428,31,120,0,0,30,0,0.0,0,22,19,3,0,0,,61,40.13,0,0,1,119,3,16,0,7,3,0,0,0,0,0.0,0,0,0,0,239,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11,9,7,7,6,26.09,0,38,19,50.0,16,52,23,53,70,36.84,56,281,126,407,189.8,20,0,742,18,2,0,6346.0,330000.0,M,26.0,Italy
Jeff Ekhator,1613917,Genoa,2713,italy,2526,782,27,7,6.54,3,0,3,2.12,0.38,6,0,0.0,34,1,33.33,57,29,86,56.95,22,44.0,28,0,0,0,26,1,3,5,0,5,27,0,0,15,20260428,5,77,0,0,19,0,18.75,0,14,13,1,3,0,,38,43.68,0,0,0,65,1,7,1,10,0,0,0,0,0,0.0,0,0,0,1,129,7,0,0,2,0,0,0,0,0,0,260.67,0.0,0,14,2,7,4,8,44.44,0,12,8,66.67,7,8,18,9,60,43.8,3,110,41,151,176.7,16,0,303,18,3,0,8846.0,460000.0,F,19.0,Italy
Alex Meret,592794,Napoli,2714,italy,2526,810,9,9,6.54,0,1,1,,0.0,20,0,0.0,2,40,44.94,15,225,240,82.19,2,66.67,1,0,0,0,59,1,0,0,2,6,9,2,0,0,20260428,0,2,0,0,1,0,0.0,51,12,11,1,0,0,-2.37,0,0.0,0,8,0,52,0,1,0,0,0,0,0,0,1,0.0,2,0,0,0,53,0,2,0,0,9,10,7,17,0,5,0.0,0.0,0,0,0,0,0,0,0.0,9,0,0,0.0,1,28,0,0,2,50.0,89,47,245,292,58.9,0,0,359,1,1,0,89038.0,4630000.0,K,28.0,Italy
Alex Sala,1157382,Lecce,2689,italy,2526,182,9,2,6.54,0,1,1,0.25,0.35,1,4,33.33,31,3,60.0,49,16,65,86.67,1,20.0,4,0,0,0,1,0,1,1,0,2,9,0,0,3,20260428,6,20,0,0,6,0,0.0,0,6,6,0,0,0,,9,36.0,0,0,0,10,3,3,0,0,0,0,0,0,0,0.0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,1,2,0,0.0,0,4,2,50.0,3,3,1,12,10,33.33,5,57,18,75,58.9,4,0,121,5,0,0,7115.0,370000.0,M,24.0,Spain
Abdoulaye Ndiaye,984527,Parma,2690,italy,2526,661,9,8,6.54,0,0,0,0.6,0.06,5,0,0.0,18,13,30.23,81,221,302,82.74,23,58.97,16,0,0,0,26,0,1,0,2,37,9,0,0,1,20260428,7,35,0,1,11,0,0.0,6,8,5,3,0,0,,28,59.57,0,0,0,63,12,1,0,0,2,0,0,0,1,0.0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,3,2,5,0,2,66.67,0,15,9,60.0,1,20,3,0,51,59.3,43,124,241,365,58.9,5,0,486,12,3,1,15962.0,830000.0,D,23.0,Senegal
Daniele Rugani,139273,Fiorentina,2693,italy,2526,527,11,6,6.54,0,0,0,,0.04,3,0,0.0,6,9,50.0,60,207,267,91.75,14,50.0,14,0,0,0,13,0,0,0,1,29,10,0,0,0,20260428,1,22,1,2,9,0,0.0,4,6,6,0,0,0,,7,46.67,0,0,0,24,7,0,0,0,4,0,0,0,1,0.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,7,5,71.43,0,9,0,0,21,48.84,18,72,219,291,65.4,0,0,352,0,2,0,32115.0,1670000.0,D,31.0,Italy
Corrie Ndaba,981470,Lecce,2689,italy,2526,552,14,6,6.54,0,0,0,0.12,0.05,6,1,25.0,34,10,41.67,77,89,166,83.42,7,46.67,8,0,0,0,17,0,0,1,0,37,13,0,0,1,20260428,3,14,1,0,2,0,0.0,6,12,12,0,0,0,,13,68.42,0,0,0,33,4,2,0,0,1,0,0,0,0,0.0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1,0,6,100.0,0,7,4,57.14,2,14,6,4,20,58.82,24,96,103,199,85.0,2,0,307,0,0,0,6346.0,330000.0,D,26.0,Ireland
Alvaro Morata,125407,Como,2704,italy,2526,904,23,9,6.54,0,1,1,4.4,0.49,8,3,33.33,62,10,71.43,106,62,168,75.68,16,47.06,18,0,0,1,17,1,7,4,1,8,21,0,0,13,20260428,6,56,0,0,16,0,0.0,0,6,4,2,0,0,,46,54.76,0,0,0,54,1,10,0,8,0,0,0,1,0,0.0,0,0,0,1,98,3,0,1,0,0,0,0,0,0,0,0.0,0.0,1,19,3,11,7,2,40.0,0,13,9,69.23,10,12,5,9,62,52.54,14,146,76,222,137.3,22,0,372,31,2,1,160192.0,8330000.0,F,33.0,Spain
Walid Cheddira,917485,Lecce,2689,italy,2526,941,29,8,6.53,1,0,1,1.93,0.75,2,2,28.57,57,1,33.33,84,33,117,66.48,25,37.88,41,0,0,0,27,0,2,10,0,2,27,0,0,17,20260428,1,88,0,0,23,0,4.17,0,17,17,0,1,0,,35,42.68,0,0,1,59,1,9,0,7,2,0,0,0,0,0.0,0,0,0,0,127,4,0,0,1,0,0,0,0,0,0,941.0,0.0,0,19,5,8,6,8,44.44,0,3,2,66.67,9,8,18,7,60,40.54,3,136,40,176,176.4,24,0,351,26,2,0,5385.0,280000.0,F,28.0,Morocco
Giuseppe Ambrosino,1163083,Napoli,2714,italy,2526,41,3,0,6.53,0,0,0,,0.0,0,0,0.0,0,0,0.0,2,0,2,40.0,1,50.0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,20260428,0,3,0,0,1,0,0.0,0,0,0,0,0,0,,3,60.0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,100.0,0,0,0,0.0,0,0,2,0,4,57.14,0,5,0,5,19.6,0,0,12,1,0,0,8846.0,460000.0,F,22.0,Italy
Jean Onana,978301,Genoa,2713,italy,2526,45,3,0,6.53,0,0,0,0.02,0.0,1,0,0.0,4,2,50.0,7,10,17,73.91,1,50.0,1,0,0,0,1,0,0,0,0,0,3,0,0,3,20260428,0,8,0,0,4,0,0.0,0,1,1,0,0,0,,3,30.0,0,0,0,6,0,1,0,0,2,0,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0,3,3,100.0,1,2,0,1,4,33.33,4,13,10,23,19.6,1,0,35,0,0,0,53462.0,2780000.0,M,26.0,Cameroon
Jacob Ondrejka,1004790,Parma,2690,italy,2526,776,16,9,6.53,0,0,0,1.16,0.48,4,4,30.77,75,3,75.0,124,39,163,79.51,1,14.29,6,0,0,0,26,0,2,6,0,3,16,0,0,12,20260428,4,49,0,0,8,0,0.0,0,14,12,2,0,0,,31,41.89,0,0,1,42,3,5,0,1,0,0,0,0,0,0.0,0,0,0,0,94,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11,10,8,7,10,33.33,0,7,2,28.57,5,7,30,13,32,39.51,4,159,46,205,104.5,21,0,345,14,2,0,17885.0,930000.0,F,23.0,Sweden
Luca Lipani,1154898,Sassuolo,2793,italy,2526,810,20,8,6.53,0,0,0,0.67,0.27,15,0,0.0,67,12,40.0,150,147,297,81.59,9,52.94,8,0,0,0,43,0,1,3,1,22,20,0,0,12,20260428,13,62,0,0,25,0,0.0,0,12,10,2,0,0,,29,34.94,0,0,0,67,11,6,0,1,2,0,0,0,0,0.0,0,0,0,0,101,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,6,5,2,2,28.57,0,23,13,56.52,6,29,7,4,38,38.0,30,201,163,364,130.6,10,0,500,4,2,0,3269.0,170000.0,M,20.0,Italy
Thijs Dallinga,905381,Bologna,2685,italy,2526,805,21,9,6.53,2,2,4,2.94,0.53,6,1,20.0,65,10,71.43,113,36,149,70.28,17,37.78,28,0,0,0,19,1,5,7,1,10,21,0,0,12,20260428,0,62,0,0,19,0,8.7,0,9,8,1,2,0,,18,34.62,0,0,1,63,1,10,0,4,2,0,0,0,0,0.0,0,0,0,1,107,4,0,0,2,0,0,0,0,0,0,402.5,0.0,0,19,4,11,5,2,33.33,0,7,4,57.14,10,10,6,5,35,36.08,14,166,46,212,137.1,23,1,330,9,2,0,56923.0,2960000.0,F,25.0,Netherlands
